Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[<nil>]	ErrProb[<nil>]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	
53.4000	0.0227	0.0020	2.0985	0	0	0.001486	0.000523	0.018804	0.001881	0.341404	0.006695	0.001437	0.000529	0.377963	0.006857	0.176135	0.005367	0.027193	0.002272	0.021166	0.001988	0	0	0.005296	0.001012	0.000200	0.000200	0.002600	0.000720	0	0	0.026314	0.002240	0	0	
53.5000	0.0224	0.0020	2.0964	0.000073	0.000073	0.001646	0.000566	0.018232	0.001868	0.340746	0.006696	0.001400	0.000529	0.378001	0.006858	0.178100	0.005389	0.026743	0.002242	0.019877	0.001941	0	0	0.005532	0.001035	0.000200	0.000200	0.002599	0.000720	0	0	0.026851	0.002268	0	0	
53.6000	0.0241	0.0021	2.0939	0.000216	0.000201	0.002188	0.000659	0.016909	0.001785	0.340966	0.006696	0.001400	0.000529	0.378200	0.006859	0.178828	0.005402	0.027104	0.002264	0.018859	0.001881	0	0	0.005532	0.001027	0.000184	0.000184	0.002400	0.000692	0	0	0.027215	0.002261	0	0	
53.7000	0.0227	0.0020	2.0892	0.000400	0.000283	0.002017	0.000632	0.016926	0.001793	0.340672	0.006692	0.001237	0.000491	0.378257	0.006857	0.179736	0.005411	0.025229	0.002184	0.018440	0.001857	0	0	0.005096	0.000985	0	0	0.002434	0.000693	0	0	0.029556	0.002363	0	0	
53.8000	0.0236	0.0021	2.0990	0.000381	0.000269	0.001885	0.000605	0.017562	0.001807	0.338942	0.006681	0.001216	0.000490	0.378532	0.006859	0.179057	0.005401	0.025545	0.002201	0.019457	0.001916	0.000019	0.000019	0.005296	0.001012	0.000118	0.000109	0.002600	0.000720	0	0	0.029390	0.002369	0	0	
53.9000	0.0251	0.0022	2.1092	0.000135	0.000135	0.001712	0.000576	0.018064	0.001846	0.337663	0.006677	0.001400	0.000529	0.378600	0.006860	0.177979	0.005384	0.026164	0.002230	0.020097	0.001928	0.000200	0.000200	0.005096	0.001000	0.000452	0.000261	0.002600	0.000720	0.000065	0.000065	0.029773	0.002388	0	0	
54.0000	0.0247	0.0021	2.1120	0	0	0.001328	0.000506	0.017894	0.001844	0.337797	0.006677	0.001430	0.000530	0.378372	0.006858	0.177400	0.005375	0.026300	0.002215	0.019901	0.001921	0.000200	0.000200	0.005150	0.000972	0.000770	0.000386	0.002771	0.000720	0.000200	0.000200	0.030458	0.002413	0.000029	0.000029	
54.1000	0.0236	0.0021	2.1219	0	0	0.001088	0.000455	0.017503	0.001813	0.337397	0.006675	0.001693	0.000573	0.378078	0.006857	0.175570	0.005359	0.026923	0.002253	0.020578	0.001945	0.000200	0.000200	0.004765	0.000957	0.000741	0.000367	0.003136	0.000785	0.000200	0.000200	0.031764	0.002442	0.000364	0.000258	
54.2000	0.0239	0.0021	2.1305	0.000236	0.000173	0.001020	0.000447	0.018075	0.001847	0.336167	0.006670	0.001800	0.000600	0.378075	0.006857	0.174883	0.005345	0.026700	0.002255	0.022535	0.002029	0.000192	0.000192	0.004836	0.000973	0.000915	0.000416	0.002933	0.000754	0.000178	0.000178	0.031255	0.002437	0.000200	0.000200	
54.3000	0.0244	0.0021	2.1288	0.000400	0.000283	0.000825	0.000359	0.017559	0.001819	0.335179	0.006665	0.001800	0.000600	0.378000	0.006858	0.175832	0.005363	0.026852	0.002247	0.023920	0.002125	0	0	0.004963	0.000973	0.000800	0.000400	0.003008	0.000774	0	0	0.030664	0.002410	0.000200	0.000200	
54.4000	0.0252	0.0022	2.1338	0.000400	0.000283	0.000600	0.000346	0.019637	0.001929	0.333388	0.006654	0.001840	0.000601	0.378021	0.006858	0.176362	0.005375	0.026007	0.002236	0.023650	0.002099	0.000111	0.000111	0.004913	0.000975	0.000649	0.000350	0.003000	0.000774	0	0	0.031222	0.002441	0.000200	0.000200	
54.5000	0.0268	0.0023	2.1364	0.000413	0.000283	0.000600	0.000346	0.020147	0.001952	0.332862	0.006654	0.001649	0.000567	0.378351	0.006859	0.175437	0.005359	0.027095	0.002273	0.024546	0.002145	0.000200	0.000200	0.004851	0.000979	0.000622	0.000341	0.002754	0.000726	0	0	0.030274	0.002409	0.000200	0.000200	
54.6000	0.0276	0.0023	2.1240	0.000426	0.000284	0.000403	0.000283	0.018924	0.001889	0.334183	0.006657	0.001600	0.000565	0.378386	0.006859	0.177554	0.005376	0.026102	0.002217	0.022333	0.002035	0.000374	0.000265	0.005188	0.001004	0.000600	0.000346	0.002414	0.000692	0	0	0.031314	0.002443	0.000200	0.000200	
54.7000	0.0270	0.0023	2.1240	0.000400	0.000283	0.000547	0.000311	0.017977	0.001843	0.334622	0.006663	0.001600	0.000565	0.378055	0.006858	0.177888	0.005392	0.025931	0.002213	0.021530	0.002021	0.000400	0.000283	0.005319	0.001021	0.000600	0.000346	0.002723	0.000729	0	0	0.032207	0.002477	0.000200	0.000200	
54.8000	0.0285	0.0023	2.1224	0.000256	0.000208	0.000800	0.000400	0.017508	0.001826	0.335152	0.006667	0.001583	0.000559	0.378118	0.006857	0.177421	0.005385	0.026583	0.002252	0.021120	0.001994	0.000544	0.000318	0.005173	0.001005	0.000600	0.000346	0.002415	0.000692	0	0	0.032527	0.002491	0.000200	0.000200	
54.9000	0.0299	0.0024	2.1184	0.000200	0.000200	0.000800	0.000400	0.017342	0.001805	0.334770	0.006666	0.001400	0.000529	0.378667	0.006860	0.177650	0.005382	0.026813	0.002257	0.021610	0.002005	0.000570	0.000330	0.004558	0.000944	0.000600	0.000346	0.002341	0.000672	0	0	0.032479	0.002480	0.000200	0.000200	
55.0000	0.0291	0.0024	2.1109	0.000200	0.000200	0.000588	0.000335	0.016500	0.001767	0.335412	0.006669	0.001425	0.000529	0.379164	0.006861	0.177831	0.005384	0.027408	0.002289	0.022043	0.002024	0.000400	0.000283	0.004449	0.000937	0.000575	0.000333	0.002302	0.000670	0	0	0.031499	0.002457	0.000203	0.000200	
55.1000	0.0301	0.0024	2.1124	0.000200	0.000200	0.000523	0.000308	0.016844	0.001789	0.334863	0.006664	0.001600	0.000565	0.379349	0.006862	0.178224	0.005390	0.026662	0.002243	0.023151	0.002059	0.000400	0.000283	0.004232	0.000903	0.000400	0.000283	0.002107	0.000636	0.000145	0.000145	0.030901	0.002405	0.000400	0.000283	
55.2000	0.0309	0.0024	2.1082	0.000200	0.000200	0.000569	0.000329	0.016734	0.001778	0.334942	0.006665	0.001600	0.000565	0.379339	0.006862	0.179254	0.005406	0.025049	0.002185	0.023796	0.002106	0.000400	0.000283	0.003533	0.000829	0.000400	0.000283	0.002188	0.000659	0.000200	0.000200	0.031396	0.002443	0.000400	0.000283	
55.3000	0.0305	0.0024	2.1041	0.000200	0.000200	0.000490	0.000297	0.016191	0.001743	0.334854	0.006658	0.001589	0.000545	0.379628	0.006862	0.180484	0.005421	0.024938	0.002185	0.023363	0.002077	0.000400	0.000283	0.004141	0.000880	0.000301	0.000224	0.002177	0.000656	0.000200	0.000200	0.030675	0.002415	0.000370	0.000262	
55.4000	0.0301	0.0024	2.0918	0.000200	0.000200	0.000600	0.000346	0.016183	0.001735	0.336381	0.006666	0.001453	0.000512	0.380219	0.006865	0.181619	0.005428	0.024243	0.002153	0.021644	0.001988	0.000492	0.000297	0.004478	0.000929	0.000109	0.000109	0.002200	0.000663	0.000081	0.000081	0.029778	0.002382	0.000319	0.000233	
55.5000	0.0283	0.0023	2.0959	0.000200	0.000200	0.000791	0.000395	0.016751	0.001771	0.335863	0.006667	0.001400	0.000529	0.380394	0.006866	0.181445	0.005435	0.024088	0.002146	0.022591	0.002053	0.000600	0.000346	0.004973	0.000975	0	0	0.002235	0.000662	0.000034	0.000034	0.028268	0.002309	0.000366	0.000260	
55.6000	0.0283	0.0023	2.0996	0.000200	0.000200	0.000708	0.000363	0.016935	0.001779	0.334788	0.006657	0.001318	0.000504	0.380400	0.006866	0.182064	0.005428	0.022347	0.002036	0.024489	0.002111	0.000515	0.000296	0.005170	0.001004	0.000235	0.000167	0.002247	0.000653	0.000200	0.000200	0.028183	0.002299	0.000200	0.000200	
55.7000	0.0274	0.0023	2.0983	0.000200	0.000200	0.000539	0.000299	0.017672	0.001820	0.334323	0.006663	0.001200	0.000490	0.380486	0.006866	0.182754	0.005438	0.021671	0.002034	0.024213	0.002111	0.000600	0.000346	0.005078	0.000993	0.000400	0.000283	0.002000	0.000632	0.000200	0.000200	0.028462	0.002322	0.000200	0.000200	
55.8000	0.0276	0.0023	2.1014	0.000200	0.000200	0.000600	0.000346	0.017795	0.001847	0.334140	0.006657	0.001304	0.000501	0.380519	0.006866	0.182205	0.005440	0.021748	0.002041	0.025527	0.002167	0.000600	0.000346	0.004954	0.000981	0.000464	0.000290	0.001971	0.000623	0.000200	0.000200	0.027573	0.002299	0.000200	0.000200	
55.9000	0.0265	0.0023	2.0948	0.000200	0.000200	0.000500	0.000300	0.017996	0.001863	0.335732	0.006673	0.001533	0.000545	0.380600	0.006867	0.182069	0.005439	0.021571	0.002031	0.024306	0.002131	0.000600	0.000346	0.004603	0.000935	0.000523	0.000296	0.001800	0.000600	0.000200	0.000200	0.027567	0.002289	0.000200	0.000200	
56.0000	0.0264	0.0023	2.0896	0.000013	0.000013	0.000400	0.000283	0.017194	0.001793	0.336452	0.006673	0.001592	0.000546	0.380698	0.006867	0.182352	0.005439	0.021002	0.002003	0.024886	0.002164	0.000600	0.000346	0.004010	0.000883	0.000600	0.000346	0.001800	0.000600	0.000387	0.000274	0.027673	0.002304	0.000341	0.000245	
56.1000	0.0259	0.0022	2.0843	0	0	0.000351	0.000250	0.016884	0.001795	0.337119	0.006675	0.001714	0.000577	0.380928	0.006868	0.182176	0.005432	0.021360	0.002012	0.025224	0.002146	0.000600	0.000346	0.003742	0.000848	0.000486	0.000296	0.002059	0.000634	0.000201	0.000200	0.026945	0.002265	0.000212	0.000200	
56.2000	0.0260	0.0022	2.0870	0	0	0.000200	0.000200	0.017275	0.001809	0.337504	0.006672	0.001603	0.000565	0.380997	0.006869	0.179916	0.005408	0.022400	0.002066	0.026366	0.002199	0.000586	0.000339	0.003446	0.000813	0.000400	0.000283	0.002214	0.000663	0.000200	0.000200	0.026694	0.002254	0.000200	0.000200	
56.3000	0.0264	0.0022	2.0916	0	0	0.000331	0.000239	0.017257	0.001820	0.337532	0.006678	0.001600	0.000565	0.381095	0.006868	0.178057	0.005394	0.023955	0.002127	0.027012	0.002256	0.000269	0.000212	0.003522	0.000823	0.000400	0.000283	0.002170	0.000643	0.000200	0.000200	0.026306	0.002243	0.000293	0.000220	
56.4000	0.0282	0.0023	2.0904	0	0	0.000531	0.000312	0.017788	0.001844	0.338239	0.006679	0.001566	0.000542	0.381378	0.006868	0.177100	0.005383	0.023873	0.002127	0.027024	0.002235	0.000200	0.000200	0.003499	0.000826	0.000204	0.000200	0.001984	0.000616	0.000200	0.000200	0.025962	0.002218	0.000451	0.000287	
56.5000	0.0279	0.0023	2.0854	0	0	0.000719	0.000360	0.017778	0.001827	0.338558	0.006682	0.001396	0.000527	0.381404	0.006870	0.178938	0.005400	0.022442	0.002067	0.025457	0.002185	0.000200	0.000200	0.003547	0.000836	0.000245	0.000205	0.002000	0.000632	0.000200	0.000200	0.026517	0.002252	0.000600	0.000346	
56.6000	0.0289	0.0023	2.0717	0	0	0.000355	0.000253	0.016916	0.001808	0.339636	0.006691	0.001200	0.000490	0.381676	0.006870	0.181235	0.005431	0.021306	0.002009	0.024120	0.002118	0.000200	0.000200	0.003691	0.000839	0.000400	0.000283	0.002000	0.000632	0.000200	0.000200	0.026438	0.002234	0.000627	0.000326	
56.7000	0.0298	0.0024	2.0751	0	0	0.000355	0.000253	0.017585	0.001847	0.339471	0.006688	0.001189	0.000485	0.381961	0.006870	0.180349	0.005421	0.021406	0.002022	0.023576	0.002086	0.000045	0.000045	0.004792	0.000965	0.000500	0.000300	0.001894	0.000607	0.000200	0.000200	0.026189	0.002233	0.000487	0.000289	
56.8000	0.0295	0.0024	2.0759	0	0	0.000400	0.000283	0.017960	0.001860	0.339408	0.006689	0.001075	0.000453	0.382908	0.006874	0.178329	0.005392	0.022058	0.002049	0.024885	0.002147	0	0	0.004879	0.000973	0.000574	0.000325	0.001800	0.000600	0.000200	0.000200	0.025264	0.002192	0.000260	0.000209	
56.9000	0.0279	0.0023	2.0715	0	0	0.000398	0.000282	0.016983	0.001808	0.341428	0.006693	0.001057	0.000451	0.383037	0.006874	0.177092	0.005380	0.022448	0.002062	0.023733	0.002092	0	0	0.004435	0.000912	0.000738	0.000372	0.001852	0.000602	0.000200	0.000200	0.026199	0.002230	0.000400	0.000283	
57.0000	0.0300	0.0024	2.0769	0	0	0.000200	0.000200	0.017070	0.001793	0.341150	0.006691	0.001251	0.000492	0.383087	0.006875	0.175572	0.005367	0.023047	0.002092	0.023203	0.002096	0	0	0.005413	0.001007	0.000549	0.000320	0.001820	0.000600	0.000200	0.000200	0.027125	0.002271	0.000313	0.000230	
57.1000	0.0290	0.0023	2.0751	0	0	0.000242	0.000204	0.017094	0.001802	0.340867	0.006694	0.001279	0.000491	0.383321	0.006875	0.175472	0.005356	0.023588	0.002120	0.022014	0.002001	0	0	0.005125	0.000997	0.000400	0.000283	0.001800	0.000600	0.000200	0.000200	0.028399	0.002314	0.000200	0.000200	
57.2000	0.0276	0.0023	2.0640	0	0	0.000475	0.000293	0.017391	0.001809	0.341157	0.006692	0.001030	0.000438	0.383910	0.006878	0.176323	0.005371	0.024206	0.002156	0.019357	0.001881	0	0	0.004552	0.000934	0.000231	0.000202	0.001519	0.000535	0.000200	0.000200	0.029620	0.002376	0.000029	0.000029	
57.3000	0.0284	0.0023	2.0664	0	0	0.000727	0.000369	0.017476	0.001822	0.341088	0.006693	0.000988	0.000442	0.384000	0.006879	0.175314	0.005360	0.025494	0.002207	0.019301	0.001896	0.000012	0.000012	0.004277	0.000910	0.000200	0.000200	0.001400	0.000529	0.000200	0.000200	0.029523	0.002380	0	0	
57.4000	0.0303	0.0024	2.0697	0	0	0.000600	0.000346	0.017338	0.001808	0.340751	0.006693	0.000737	0.000372	0.384063	0.006878	0.174385	0.005344	0.026396	0.002234	0.019698	0.001931	0.000200	0.000200	0.004323	0.000898	0.000200	0.000200	0.001400	0.000529	0.000200	0.000200	0.029710	0.002383	0	0	
57.5000	0.0286	0.0023	2.0722	0	0	0.000529	0.000311	0.017382	0.001799	0.339450	0.006685	0.000600	0.000346	0.384200	0.006880	0.174861	0.005349	0.025650	0.002205	0.020369	0.001943	0.000200	0.000200	0.004562	0.000943	0.000200	0.000200	0.001378	0.000521	0.000200	0.000200	0.030419	0.002403	0	0	
57.6000	0.0281	0.0023	2.0742	0	0	0.000662	0.000340	0.016738	0.001790	0.339390	0.006689	0.000600	0.000346	0.384420	0.006879	0.173987	0.005335	0.026606	0.002234	0.020671	0.001958	0.000200	0.000200	0.004882	0.000959	0.000200	0.000200	0.001131	0.000465	0.000200	0.000200	0.030313	0.002395	0	0	
57.7000	0.0270	0.0023	2.0778	0	0	0.000800	0.000400	0.016352	0.001748	0.339734	0.006684	0.000600	0.000346	0.384458	0.006880	0.172789	0.005327	0.025736	0.002213	0.022145	0.002023	0.000200	0.000200	0.004562	0.000947	0.000481	0.000283	0.001142	0.000469	0.000200	0.000200	0.030801	0.002417	0	0	
57.8000	0.0263	0.0022	2.0770	0	0	0.000684	0.000356	0.016144	0.001741	0.339477	0.006683	0.000600	0.000346	0.384621	0.006880	0.172955	0.005324	0.025731	0.002207	0.022782	0.002060	0.000200	0.000200	0.004462	0.000926	0.000600	0.000346	0.001014	0.000447	0.000200	0.000200	0.030530	0.002419	0	0	
57.9000	0.0267	0.0023	2.0734	0.000178	0.000178	0.000587	0.000339	0.015053	0.001674	0.339438	0.006690	0.000772	0.000387	0.384557	0.006880	0.174599	0.005347	0.025234	0.002190	0.021442	0.002013	0.000200	0.000200	0.004450	0.000926	0.000422	0.000284	0.001243	0.000492	0.000200	0.000200	0.031624	0.002449	0	0	
58.0000	0.0264	0.0022	2.0695	0.000200	0.000200	0.000444	0.000286	0.013976	0.001623	0.339414	0.006686	0.000943	0.000425	0.384375	0.006880	0.175431	0.005362	0.025135	0.002184	0.021155	0.001991	0.000200	0.000200	0.003761	0.000836	0.000400	0.000283	0.001425	0.000529	0.000200	0.000200	0.032941	0.002504	0	0	
58.1000	0.0257	0.0022	2.0666	0.000200	0.000200	0.000619	0.000327	0.014562	0.001657	0.339190	0.006686	0.001177	0.000481	0.384421	0.006879	0.177081	0.005373	0.022930	0.002068	0.020609	0.001972	0.000200	0.000200	0.003569	0.000827	0.000223	0.000201	0.001608	0.000565	0.000200	0.000200	0.033411	0.002519	0	0	
58.2000	0.0252	0.0022	2.0632	0.000200	0.000200	0.000630	0.000347	0.014997	0.001694	0.339198	0.006689	0.001038	0.000449	0.384565	0.006880	0.177712	0.005390	0.021180	0.002005	0.021335	0.001993	0.000192	0.000165	0.003191	0.000776	0.000200	0.000200	0.001800	0.000600	0.000200	0.000200	0.033563	0.002517	0	0	
58.3000	0.0248	0.0022	2.0578	0.000200	0.000200	0.000722	0.000367	0.015189	0.001694	0.339967	0.006689	0.000866	0.000405	0.384776	0.006881	0.178106	0.005387	0.020181	0.001935	0.021134	0.001990	0.000334	0.000241	0.002921	0.000742	0.000200	0.000200	0.001728	0.000579	0.000200	0.000200	0.033477	0.002516	0	0	
58.4000	0.0243	0.0022	2.0624	0.000200	0.000200	0.000713	0.000364	0.015249	0.001701	0.339673	0.006687	0.000800	0.000400	0.385000	0.006882	0.176521	0.005370	0.021517	0.002010	0.021284	0.001990	0.000400	0.000283	0.002929	0.000729	0.000200	0.000200	0.001600	0.000565	0.000200	0.000200	0.033714	0.002520	0	0	
58.5000	0.0232	0.0021	2.0609	0.000095	0.000095	0.000600	0.000346	0.015456	0.001702	0.338601	0.006682	0.000800	0.000400	0.385227	0.006882	0.177702	0.005388	0.021431	0.002016	0.020559	0.001983	0.000505	0.000302	0.002552	0.000698	0.000307	0.000227	0.001672	0.000564	0.000200	0.000200	0.034292	0.002559	0	0	
58.6000	0.0237	0.0022	2.0619	0	0	0.000600	0.000346	0.016456	0.001774	0.337872	0.006678	0.000703	0.000361	0.385458	0.006881	0.178055	0.005398	0.021630	0.002031	0.020390	0.001950	0.000334	0.000234	0.002653	0.000702	0.000400	0.000283	0.001853	0.000581	0.000200	0.000200	0.033397	0.002512	0	0	
58.7000	0.0231	0.0021	2.0585	0	0	0.000731	0.000370	0.015888	0.001717	0.338231	0.006679	0.000600	0.000346	0.385533	0.006883	0.178718	0.005398	0.021049	0.002011	0.021331	0.001989	0.000200	0.000200	0.002707	0.000725	0.000400	0.000283	0.002000	0.000618	0.000200	0.000200	0.032412	0.002487	0	0	
58.8000	0.0229	0.0021	2.0500	0	0	0.000800	0.000400	0.015169	0.001711	0.340568	0.006693	0.000600	0.000346	0.385581	0.006883	0.178723	0.005398	0.021449	0.002009	0.019962	0.001925	0.000200	0.000200	0.003000	0.000774	0.000400	0.000283	0.001897	0.000607	0.000200	0.000200	0.031449	0.002447	0	0	
58.9000	0.0238	0.0021	2.0516	0	0	0.000941	0.000412	0.015347	0.001709	0.341642	0.006696	0.000494	0.000298	0.385866	0.006884	0.176579	0.005372	0.022164	0.002054	0.021096	0.001960	0.000200	0.000200	0.002846	0.000736	0.000400	0.000283	0.001913	0.000609	0.000140	0.000140	0.030313	0.002396	0.000060	0.000060	
59.0000	0.0236	0.0021	2.0484	0	0	0.000800	0.000400	0.015210	0.001701	0.341895	0.006702	0.000400	0.000283	0.386000	0.006886	0.176349	0.005369	0.022621	0.002079	0.022211	0.002043	0.000200	0.000200	0.002521	0.000696	0.000400	0.000283	0.001800	0.000600	0	0	0.029394	0.002376	0.000200	0.000200	
59.1000	0.0244	0.0021	2.0530	0	0	0.000676	0.000355	0.015263	0.001710	0.341179	0.006698	0.000460	0.000289	0.386202	0.006886	0.175759	0.005364	0.023377	0.002105	0.022636	0.002062	0.000140	0.000140	0.002786	0.000735	0.000459	0.000289	0.001800	0.000600	0	0	0.029024	0.002351	0.000239	0.000203	
59.2000	0.0252	0.0022	2.0516	0	0	0.000600	0.000346	0.015653	0.001715	0.341036	0.006695	0.000600	0.000346	0.386521	0.006887	0.175897	0.005361	0.023318	0.002112	0.022220	0.002034	0	0	0.002632	0.000710	0.000600	0.000346	0.001643	0.000567	0	0	0.028932	0.002356	0.000347	0.000225	
59.3000	0.0265	0.0022	2.0540	0	0	0.000600	0.000346	0.015239	0.001723	0.341176	0.006698	0.000634	0.000332	0.386569	0.006885	0.175067	0.005352	0.023553	0.002103	0.023897	0.002096	0	0	0.002763	0.000727	0.000600	0.000346	0.001588	0.000544	0	0	0.027914	0.002295	0.000400	0.000283	
59.4000	0.0278	0.0023	2.0586	0	0	0.000600	0.000346	0.015746	0.001745	0.340967	0.006698	0.000600	0.000346	0.386750	0.006887	0.173168	0.005333	0.023422	0.002108	0.025072	0.002175	0	0	0.003022	0.000759	0.000600	0.000346	0.001400	0.000529	0	0	0.028402	0.002332	0.000250	0.000206	
59.5000	0.0271	0.0023	2.0568	0	0	0.000600	0.000346	0.015244	0.001701	0.340874	0.006693	0.000429	0.000284	0.387213	0.006888	0.173156	0.005329	0.024000	0.002131	0.025744	0.002185	0	0	0.003385	0.000807	0.000600	0.000346	0.001400	0.000529	0	0	0.027156	0.002256	0.000200	0.000200	
59.6000	0.0274	0.0023	2.0459	0	0	0.000600	0.000346	0.014385	0.001662	0.342594	0.006701	0.000400	0.000283	0.387400	0.006890	0.174144	0.005343	0.023805	0.002125	0.024939	0.002155	0	0	0.003539	0.000810	0.000600	0.000346	0.001245	0.000492	0	0	0.026148	0.002233	0.000200	0.000200	
59.7000	0.0277	0.0023	2.0448	0	0	0.000511	0.000304	0.014456	0.001664	0.342994	0.006705	0.000400	0.000283	0.387506	0.006890	0.173239	0.005333	0.023322	0.002111	0.026203	0.002214	0	0	0.003444	0.000818	0.000600	0.000346	0.001200	0.000490	0	0	0.026032	0.002235	0.000094	0.000094	
59.8000	0.0272	0.0023	2.0374	0	0	0.000400	0.000283	0.014566	0.001659	0.345120	0.006711	0.000400	0.000283	0.387683	0.006890	0.172181	0.005312	0.022959	0.002069	0.026195	0.002200	0	0	0.003524	0.000833	0.000600	0.000346	0.001117	0.000462	0	0	0.025254	0.002193	0	0	
59.9000	0.0257	0.0022	2.0349	0	0	0.000568	0.000329	0.015147	0.001706	0.345713	0.006720	0.000585	0.000338	0.387728	0.006890	0.172692	0.005334	0.021738	0.002039	0.026221	0.002231	0	0	0.003157	0.000782	0.000600	0.000346	0.001162	0.000475	0	0	0.024689	0.002173	0	0	
60.0000	0.0282	0.0023	2.0372	0	0	0.000459	0.000286	0.015102	0.001691	0.345860	0.006717	0.000597	0.000345	0.387666	0.006890	0.172106	0.005314	0.021915	0.002037	0.025873	0.002189	0	0	0.003414	0.000809	0.000600	0.000346	0.001336	0.000508	0	0	0.025071	0.002187	0	0	
60.1000	0.0286	0.0023	2.0323	0	0	0.000691	0.000357	0.014316	0.001664	0.346978	0.006723	0.000448	0.000287	0.387866	0.006890	0.172679	0.005329	0.021788	0.002032	0.023925	0.002122	0	0	0.003883	0.000852	0.000552	0.000321	0.001551	0.000550	0	0	0.025321	0.002200	0	0	
60.2000	0.0279	0.0023	2.0308	0	0	0.000508	0.000303	0.015148	0.001687	0.347725	0.006723	0.000519	0.000307	0.387817	0.006890	0.172182	0.005314	0.021917	0.002034	0.022385	0.002040	0	0	0.003708	0.000854	0.000400	0.000283	0.001864	0.000598	0	0	0.025827	0.002229	0	0	
60.3000	0.0272	0.0022	2.0246	0	0	0.000400	0.000283	0.014904	0.001680	0.348750	0.006729	0.000400	0.000283	0.387800	0.006891	0.172402	0.005316	0.021761	0.002020	0.021393	0.001988	0	0	0.003527	0.000817	0.000400	0.000283	0.002000	0.000632	0	0	0.026264	0.002235	0	0	
60.4000	0.0282	0.0023	2.0228	0	0	0.000400	0.000283	0.014271	0.001642	0.349349	0.006732	0.000600	0.000346	0.387790	0.006890	0.172518	0.005325	0.021302	0.002018	0.022452	0.002047	0	0	0.003583	0.000841	0.000411	0.000283	0.001943	0.000612	0	0	0.025381	0.002200	0	0	
60.5000	0.0272	0.0022	2.0312	0	0	0.000400	0.000283	0.014243	0.001622	0.349138	0.006724	0.000648	0.000350	0.387954	0.006891	0.170578	0.005292	0.023710	0.002113	0.022449	0.002042	0	0	0.003830	0.000848	0.000803	0.000377	0.001800	0.000600	0	0	0.024447	0.002161	0	0	
60.6000	0.0258	0.0022	2.0346	0	0	0.000269	0.000212	0.015822	0.001735	0.347964	0.006725	0.000619	0.000347	0.388181	0.006892	0.171202	0.005310	0.023455	0.002114	0.021340	0.001984	0	0	0.003812	0.000861	0.001000	0.000447	0.001800	0.000600	0	0	0.024473	0.002160	0.000064	0.000064	
60.7000	0.0234	0.0021	2.0303	0	0	0.000200	0.000200	0.016465	0.001780	0.348968	0.006733	0.000483	0.000290	0.388357	0.006891	0.170709	0.005300	0.023293	0.002094	0.019055	0.001874	0	0	0.002941	0.000735	0.000976	0.000437	0.001941	0.000616	0	0	0.026174	0.002211	0.000438	0.000281	
60.8000	0.0231	0.0021	2.0293	0	0	0.000141	0.000141	0.017547	0.001817	0.349008	0.006726	0.000600	0.000346	0.388600	0.006894	0.170304	0.005286	0.021966	0.002025	0.018745	0.001854	0	0	0.002443	0.000683	0.000968	0.000433	0.001979	0.000626	0.000137	0.000137	0.027302	0.002284	0.000260	0.000207	
