Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[<nil>]	ErrProb[<nil>]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	
292.0000	0.0170	0.0018	1.9100	0	0	0	0	0.015503	0.001718	0.357013	0.006767	0	0	0.427200	0.006996	0.135022	0.004812	0.017403	0.001818	0.018992	0.001883	0	0	0.003078	0.000766	0	0	0	0	0	0	0.025789	0.002220	0	0	
292.1000	0.0166	0.0018	1.9153	0	0	0.000119	0.000119	0.015977	0.001755	0.356581	0.006767	0	0	0.427200	0.006996	0.134539	0.004815	0.018077	0.001869	0.019226	0.001903	0	0	0.003293	0.000788	0	0	0	0	0	0	0.024987	0.002190	0	0	
292.2000	0.0180	0.0018	1.9176	0	0	0.000321	0.000234	0.015142	0.001691	0.357077	0.006770	0	0	0.427200	0.006996	0.133613	0.004791	0.018213	0.001862	0.019737	0.001937	0	0	0.003579	0.000827	0	0	0	0	0	0	0.025117	0.002194	0	0	
292.3000	0.0196	0.0019	1.9211	0	0	0.000400	0.000283	0.015029	0.001703	0.356821	0.006767	0	0	0.427200	0.006996	0.132715	0.004784	0.018371	0.001871	0.020854	0.001979	0	0	0.003432	0.000824	0	0	0	0	0	0	0.025178	0.002192	0	0	
292.4000	0.0200	0.0019	1.9109	0	0	0.000275	0.000214	0.015666	0.001719	0.357863	0.006766	0	0	0.427200	0.006996	0.134645	0.004808	0.016963	0.001805	0.018708	0.001854	0	0	0.003503	0.000830	0	0	0	0	0	0	0.025177	0.002200	0	0	
292.5000	0.0212	0.0020	1.9088	0	0	0.000258	0.000208	0.016058	0.001745	0.357579	0.006768	0	0	0.427200	0.006996	0.135967	0.004832	0.016380	0.001772	0.017782	0.001835	0	0	0.003756	0.000848	0	0	0	0	0	0	0.025020	0.002195	0	0	
292.6000	0.0201	0.0019	1.9122	0	0	0.000582	0.000336	0.015889	0.001745	0.357040	0.006767	0	0	0.427200	0.006996	0.136475	0.004838	0.016828	0.001794	0.016984	0.001780	0	0	0.004075	0.000883	0	0	0	0	0	0	0.024928	0.002188	0	0	
292.7000	0.0198	0.0019	1.9131	0	0	0.000550	0.000313	0.016526	0.001769	0.356245	0.006762	0	0	0.427200	0.006996	0.136905	0.004843	0.016499	0.001770	0.017470	0.001811	0	0	0.003580	0.000818	0	0	0	0	0	0	0.025025	0.002186	0	0	
292.8000	0.0184	0.0018	1.9155	0	0	0.000600	0.000346	0.017769	0.001850	0.355848	0.006765	0	0	0.427200	0.006996	0.136058	0.004838	0.016770	0.001793	0.016816	0.001788	0	0	0.002929	0.000757	0	0	0	0	0	0	0.026010	0.002230	0	0	
292.9000	0.0192	0.0019	1.9166	0	0	0.000400	0.000283	0.018422	0.001872	0.356200	0.006764	0	0	0.427200	0.006996	0.134741	0.004814	0.016547	0.001779	0.017598	0.001822	0	0	0.002867	0.000744	0	0	0	0	0	0	0.026025	0.002229	0	0	
293.0000	0.0201	0.0020	1.9159	0	0	0.000281	0.000211	0.018648	0.001882	0.356051	0.006763	0	0	0.427200	0.006996	0.134817	0.004814	0.016342	0.001784	0.017977	0.001823	0	0	0.002679	0.000720	0	0	0	0	0	0	0.026005	0.002232	0	0	
293.1000	0.0196	0.0019	1.9107	0	0	0.000301	0.000217	0.018556	0.001880	0.356397	0.006763	0	0	0.427200	0.006996	0.135785	0.004831	0.016096	0.001757	0.018159	0.001848	0	0	0.002233	0.000659	0	0	0	0	0	0	0.025274	0.002203	0	0	
293.2000	0.0184	0.0019	1.9120	0	0	0.000440	0.000286	0.018862	0.001898	0.355828	0.006764	0	0	0.427200	0.006996	0.136833	0.004846	0.016068	0.001755	0.017039	0.001799	0	0	0.002599	0.000702	0	0	0	0	0	0	0.025132	0.002196	0	0	
293.3000	0.0186	0.0018	1.9080	0	0	0.000499	0.000300	0.017318	0.001814	0.356273	0.006763	0	0	0.427200	0.006996	0.137610	0.004850	0.015341	0.001715	0.017871	0.001810	0	0	0.002617	0.000701	0	0	0	0	0	0	0.025270	0.002193	0	0	
293.4000	0.0194	0.0019	1.9007	0	0	0.000205	0.000200	0.016755	0.001792	0.357105	0.006766	0	0	0.427200	0.006996	0.138598	0.004873	0.015057	0.001709	0.017820	0.001820	0	0	0.002836	0.000740	0	0	0	0	0	0	0.024424	0.002167	0	0	
293.5000	0.0195	0.0019	1.8954	0	0	0.000024	0.000024	0.016239	0.001764	0.358466	0.006773	0	0	0.427200	0.006996	0.137790	0.004855	0.015648	0.001714	0.017283	0.001803	0	0	0.002696	0.000713	0	0	0	0	0	0	0.024655	0.002170	0	0	
293.6000	0.0199	0.0019	1.8946	0	0	0	0	0.015960	0.001738	0.358840	0.006773	0	0	0.427200	0.006996	0.137577	0.004852	0.016336	0.001764	0.016850	0.001769	0	0	0.002823	0.000724	0	0	0	0	0	0	0.024416	0.002156	0	0	
293.7000	0.0190	0.0019	1.8974	0	0	0	0	0.016829	0.001788	0.357568	0.006770	0	0	0.427200	0.006996	0.138335	0.004863	0.016724	0.001787	0.015883	0.001729	0	0	0.002674	0.000705	0	0	0	0	0	0	0.024787	0.002182	0	0	
293.8000	0.0179	0.0018	1.8966	0	0	0.000123	0.000123	0.015833	0.001723	0.357266	0.006769	0	0	0.427200	0.006996	0.139031	0.004876	0.017288	0.001818	0.016026	0.001739	0	0	0.002326	0.000673	0	0	0	0	0	0	0.024908	0.002180	0	0	
293.9000	0.0175	0.0018	1.8929	0	0	0.000105	0.000105	0.015149	0.001684	0.356106	0.006764	0	0	0.427200	0.006996	0.141842	0.004918	0.016467	0.001783	0.016026	0.001737	0	0	0.002332	0.000671	0	0	0	0	0	0	0.024773	0.002178	0	0	
294.0000	0.0172	0.0018	1.8939	0	0	0.000009	0.000009	0.015702	0.001727	0.354958	0.006757	0	0	0.427200	0.006996	0.142845	0.004935	0.015860	0.001736	0.015908	0.001741	0	0	0.002326	0.000671	0	0	0	0	0	0	0.025193	0.002204	0	0	
294.1000	0.0181	0.0018	1.9050	0	0	0.000183	0.000183	0.016500	0.001782	0.354206	0.006756	0	0	0.427200	0.006996	0.141272	0.004907	0.016705	0.001784	0.016481	0.001744	0	0	0.002766	0.000730	0	0	0	0	0	0	0.024688	0.002175	0	0	
294.2000	0.0186	0.0019	1.9074	0	0	0	0	0.016625	0.001785	0.354126	0.006756	0	0	0.427200	0.006996	0.140307	0.004899	0.017615	0.001842	0.016732	0.001770	0	0	0.002941	0.000760	0	0	0	0	0	0	0.024454	0.002161	0	0	
294.3000	0.0180	0.0018	1.9106	0	0	0	0	0.016885	0.001803	0.353687	0.006755	0	0	0.427200	0.006996	0.140087	0.004893	0.018555	0.001877	0.017370	0.001825	0	0	0.003000	0.000774	0	0	0	0	0	0	0.023216	0.002117	0	0	
294.4000	0.0194	0.0019	1.9027	0	0	0	0	0.015727	0.001731	0.354621	0.006757	0	0	0.427200	0.006996	0.141032	0.004908	0.018736	0.001897	0.016670	0.001776	0	0	0.002671	0.000718	0	0	0	0	0	0	0.023344	0.002123	0	0	
294.5000	0.0189	0.0019	1.9021	0	0	0.000057	0.000057	0.015568	0.001725	0.354618	0.006761	0	0	0.427200	0.006996	0.140992	0.004902	0.018762	0.001880	0.016848	0.001787	0	0	0.002295	0.000666	0	0	0	0	0	0	0.023660	0.002131	0	0	
294.6000	0.0197	0.0019	1.8983	0	0	0	0	0.015420	0.001706	0.354141	0.006756	0	0	0.427200	0.006996	0.142245	0.004923	0.017527	0.001814	0.016719	0.001782	0	0	0.001951	0.000609	0	0	0	0	0	0	0.024796	0.002173	0	0	
294.7000	0.0202	0.0020	1.8992	0	0	0	0	0.015693	0.001741	0.354358	0.006755	0	0	0.427200	0.006996	0.141393	0.004917	0.017687	0.001841	0.016788	0.001767	0	0	0.001741	0.000577	0	0	0	0	0	0	0.025139	0.002187	0	0	
294.8000	0.0197	0.0019	1.9078	0	0	0.000027	0.000027	0.016467	0.001782	0.353852	0.006756	0	0	0.427200	0.006996	0.139585	0.004881	0.017827	0.001834	0.016526	0.001747	0	0	0.002167	0.000653	0	0	0	0	0	0	0.026349	0.002245	0	0	
294.9000	0.0179	0.0018	1.9105	0	0	0.000200	0.000200	0.016214	0.001759	0.354626	0.006759	0	0	0.427200	0.006996	0.137933	0.004858	0.018180	0.001873	0.016856	0.001774	0	0	0.002174	0.000651	0	0	0	0	0	0	0.026617	0.002265	0	0	
295.0000	0.0187	0.0019	1.9013	0	0	0.000200	0.000200	0.014766	0.001683	0.355281	0.006765	0	0	0.427200	0.006996	0.140088	0.004891	0.018015	0.001861	0.016001	0.001735	0	0	0.002230	0.000663	0	0	0	0	0	0	0.026218	0.002241	0	0	
295.1000	0.0189	0.0019	1.8987	0	0	0.000200	0.000200	0.014741	0.001672	0.355701	0.006761	0	0	0.427200	0.006996	0.140412	0.004891	0.018111	0.001855	0.015354	0.001688	0	0	0.002271	0.000659	0	0	0	0	0	0	0.026010	0.002233	0	0	
295.2000	0.0182	0.0019	1.8944	0	0	0.000308	0.000227	0.014327	0.001650	0.355631	0.006764	0	0	0.427200	0.006996	0.141520	0.004916	0.017709	0.001842	0.015425	0.001712	0	0	0.001718	0.000577	0	0	0	0	0	0	0.026162	0.002243	0	0	
295.3000	0.0185	0.0019	1.8960	0	0	0.000488	0.000291	0.014035	0.001628	0.355428	0.006762	0	0	0.427200	0.006996	0.141626	0.004910	0.018125	0.001861	0.016150	0.001744	0	0	0.001605	0.000543	0	0	0	0	0	0	0.025343	0.002211	0	0	
295.4000	0.0193	0.0019	1.9026	0	0	0.000356	0.000253	0.014511	0.001660	0.354517	0.006757	0	0	0.427200	0.006996	0.140834	0.004901	0.019111	0.001903	0.016528	0.001756	0	0	0.001838	0.000590	0	0	0	0	0	0	0.025106	0.002187	0	0	
295.5000	0.0183	0.0019	1.9031	0	0	0.000091	0.000091	0.014683	0.001665	0.353985	0.006754	0	0	0.427200	0.006996	0.141070	0.004906	0.019455	0.001936	0.016993	0.001788	0	0	0.001915	0.000604	0	0	0	0	0	0	0.024608	0.002176	0	0	
295.6000	0.0182	0.0019	1.9052	0	0	0.000107	0.000107	0.014647	0.001661	0.353101	0.006751	0	0	0.427200	0.006996	0.142141	0.004916	0.019087	0.001901	0.017077	0.001790	0	0	0.002328	0.000659	0	0	0	0	0	0	0.024313	0.002155	0	0	
295.7000	0.0183	0.0019	1.9049	0	0	0.000200	0.000200	0.014764	0.001679	0.353729	0.006750	0	0	0.427200	0.006996	0.141146	0.004910	0.020138	0.001955	0.017292	0.001787	0	0	0.001857	0.000586	0	0	0	0	0	0	0.023674	0.002118	0	0	
295.8000	0.0180	0.0019	1.9024	0	0	0.000194	0.000194	0.015549	0.001729	0.354031	0.006757	0	0	0.427200	0.006996	0.141347	0.004911	0.020314	0.001968	0.016636	0.001772	0	0	0.001597	0.000541	0	0	0	0	0	0	0.023131	0.002105	0	0	
295.9000	0.0197	0.0019	1.9047	0	0	0	0	0.015895	0.001733	0.352921	0.006751	0	0	0.427200	0.006996	0.142312	0.004921	0.019902	0.001954	0.016786	0.001784	0	0	0.002132	0.000629	0	0	0	0	0	0	0.022853	0.002102	0	0	
296.0000	0.0193	0.0019	1.9083	0	0	0.000099	0.000099	0.015703	0.001733	0.352537	0.006748	0	0	0.427200	0.006996	0.142008	0.004918	0.020375	0.001969	0.017392	0.001803	0	0	0.002167	0.000647	0	0	0	0	0	0	0.022519	0.002082	0	0	
296.1000	0.0201	0.0019	1.9057	0	0	0	0	0.015711	0.001729	0.352796	0.006748	0	0	0.427200	0.006996	0.142283	0.004925	0.020669	0.001985	0.016838	0.001782	0	0	0.002254	0.000657	0	0	0	0	0	0	0.022249	0.002064	0	0	
296.2000	0.0196	0.0019	1.9036	0	0	0	0	0.015669	0.001739	0.353323	0.006751	0	0	0.427200	0.006996	0.142283	0.004921	0.020177	0.001949	0.017280	0.001784	0	0	0.002228	0.000656	0	0	0	0	0	0	0.021840	0.002035	0	0	
296.3000	0.0180	0.0018	1.9074	0	0	0	0	0.016651	0.001779	0.353496	0.006750	0	0	0.427200	0.006996	0.141049	0.004903	0.020537	0.001982	0.017623	0.001815	0	0	0.002402	0.000681	0	0	0	0	0	0	0.021042	0.002012	0	0	
296.4000	0.0178	0.0018	1.9061	0	0	0	0	0.016086	0.001742	0.353807	0.006752	0	0	0.427200	0.006996	0.140949	0.004900	0.020529	0.001981	0.017357	0.001796	0	0	0.002411	0.000666	0	0	0	0	0	0	0.021659	0.002034	0	0	
296.5000	0.0178	0.0018	1.9097	0	0	0.000144	0.000144	0.015986	0.001736	0.353099	0.006750	0	0	0.427200	0.006996	0.140933	0.004904	0.020559	0.001988	0.017764	0.001832	0	0	0.002221	0.000663	0	0	0	0	0	0	0.022094	0.002066	0	0	
296.6000	0.0180	0.0018	1.9134	0	0	0.000200	0.000200	0.016416	0.001768	0.352427	0.006748	0	0	0.427200	0.006996	0.140825	0.004902	0.020907	0.002010	0.017824	0.001828	0	0	0.002235	0.000664	0	0	0	0	0	0	0.021967	0.002063	0	0	
296.7000	0.0181	0.0018	1.9090	0	0	0.000200	0.000200	0.016215	0.001763	0.353196	0.006751	0	0	0.427200	0.006996	0.141592	0.004914	0.020924	0.001996	0.016927	0.001782	0	0	0.002601	0.000705	0	0	0	0	0	0	0.021145	0.002013	0	0	
296.8000	0.0174	0.0018	1.9074	0	0	0.000200	0.000200	0.015355	0.001708	0.353286	0.006752	0	0	0.427200	0.006996	0.142624	0.004924	0.021217	0.002011	0.016431	0.001757	0	0	0.003369	0.000804	0	0	0	0	0	0	0.020319	0.001980	0	0	
296.9000	0.0175	0.0018	1.9050	0	0	0.000413	0.000255	0.014752	0.001672	0.353028	0.006750	0	0	0.427200	0.006996	0.144113	0.004946	0.021058	0.002007	0.015530	0.001707	0	0	0.003360	0.000805	0	0	0	0	0	0	0.020546	0.001988	0	0	
297.0000	0.0174	0.0018	1.9057	0	0	0.000498	0.000299	0.014803	0.001680	0.353374	0.006752	0	0	0.427200	0.006996	0.143180	0.004931	0.020260	0.001952	0.015568	0.001706	0	0	0.003013	0.000764	0	0	0	0	0	0	0.022104	0.002057	0	0	
297.1000	0.0173	0.0018	1.9017	0	0	0.000243	0.000205	0.015612	0.001724	0.353375	0.006752	0	0	0.427200	0.006996	0.143874	0.004946	0.019495	0.001930	0.015136	0.001685	0	0	0.002775	0.000717	0	0	0	0	0	0	0.022290	0.002064	0	0	
297.2000	0.0159	0.0017	1.9039	0	0	0.000371	0.000263	0.015701	0.001722	0.352737	0.006750	0	0	0.427200	0.006996	0.144062	0.004943	0.020296	0.001963	0.015127	0.001670	0	0	0.002517	0.000702	0	0	0	0	0	0	0.021988	0.002047	0	0	
297.3000	0.0154	0.0017	1.9061	0	0	0.000599	0.000346	0.016483	0.001776	0.352454	0.006748	0	0	0.427200	0.006996	0.143859	0.004943	0.019804	0.001944	0.015193	0.001676	0	0	0.002201	0.000663	0	0	0	0	0	0	0.022207	0.002068	0	0	
297.4000	0.0163	0.0017	1.8968	0	0	0.000731	0.000359	0.015111	0.001691	0.353643	0.006756	0	0	0.427200	0.006996	0.145033	0.004961	0.019210	0.001914	0.014635	0.001657	0	0	0.001917	0.000604	0	0	0	0	0	0	0.022520	0.002079	0	0	
297.5000	0.0176	0.0018	1.8971	0	0	0.001000	0.000447	0.014293	0.001649	0.354376	0.006755	0	0	0.427200	0.006996	0.144155	0.004942	0.019404	0.001914	0.015153	0.001676	0	0	0.001842	0.000585	0	0	0	0	0	0	0.022577	0.002088	0	0	
297.6000	0.0181	0.0018	1.9008	0	0	0.000963	0.000432	0.014541	0.001667	0.354158	0.006756	0	0	0.427200	0.006996	0.143397	0.004944	0.018745	0.001903	0.016110	0.001730	0	0	0.001992	0.000622	0	0	0	0	0	0	0.022895	0.002088	0	0	
297.7000	0.0184	0.0019	1.8998	0	0	0.000600	0.000346	0.014933	0.001689	0.353996	0.006756	0	0	0.427200	0.006996	0.143191	0.004936	0.018914	0.001898	0.016287	0.001746	0	0	0.001747	0.000575	0	0	0	0	0	0	0.023132	0.002104	0	0	
297.8000	0.0184	0.0019	1.8984	0	0	0.000666	0.000342	0.014847	0.001689	0.354761	0.006761	0	0	0.427200	0.006996	0.142597	0.004931	0.018265	0.001870	0.016829	0.001775	0	0	0.001682	0.000569	0	0	0	0	0	0	0.023152	0.002102	0	0	
297.9000	0.0203	0.0019	1.9013	0	0	0.000556	0.000313	0.014437	0.001660	0.354558	0.006759	0	0	0.427200	0.006996	0.141830	0.004913	0.018072	0.001860	0.018766	0.001878	0	0	0.001746	0.000578	0	0	0	0	0	0	0.022835	0.002101	0	0	
298.0000	0.0198	0.0019	1.9008	0	0	0.000548	0.000319	0.014223	0.001643	0.354696	0.006760	0	0	0.427200	0.006996	0.141897	0.004908	0.018888	0.001885	0.017379	0.001803	0	0	0.001925	0.000612	0	0	0	0	0	0	0.023244	0.002114	0	0	
298.1000	0.0198	0.0019	1.8991	0	0	0.000164	0.000133	0.014118	0.001629	0.354668	0.006756	0	0	0.427200	0.006996	0.141424	0.004909	0.019967	0.001949	0.017172	0.001782	0	0	0.001705	0.000560	0	0	0	0	0	0	0.023582	0.002111	0	0	
298.2000	0.0183	0.0018	1.8964	0	0	0	0	0.013654	0.001606	0.354362	0.006757	0	0	0.427200	0.006996	0.142822	0.004926	0.019240	0.001897	0.017080	0.001793	0	0	0.002192	0.000648	0	0	0	0	0	0	0.023449	0.002112	0	0	
298.3000	0.0180	0.0018	1.8953	0	0	0	0	0.013548	0.001617	0.354378	0.006758	0	0	0.427200	0.006996	0.143260	0.004937	0.018697	0.001896	0.017305	0.001797	0	0	0.002276	0.000667	0	0	0	0	0	0	0.023336	0.002118	0	0	
298.4000	0.0202	0.0019	1.8959	0	0	0	0	0.013634	0.001613	0.354430	0.006757	0	0	0.427200	0.006996	0.143202	0.004940	0.018157	0.001872	0.018154	0.001850	0	0	0.002385	0.000675	0	0	0	0	0	0	0.022838	0.002098	0	0	
298.5000	0.0214	0.0020	1.8995	0	0	0	0	0.013977	0.001645	0.353988	0.006754	0	0	0.427200	0.006996	0.142440	0.004935	0.018818	0.001903	0.018457	0.001876	0	0	0.002193	0.000627	0	0	0	0	0	0	0.022927	0.002099	0	0	
298.6000	0.0189	0.0019	1.8992	0	0	0	0	0.014308	0.001657	0.354215	0.006760	0	0	0.427200	0.006996	0.142297	0.004915	0.019118	0.001900	0.018050	0.001841	0	0	0.002200	0.000663	0	0	0	0	0	0	0.022612	0.002088	0	0	
298.7000	0.0190	0.0019	1.8992	0	0	0	0	0.014333	0.001651	0.354781	0.006758	0	0	0.427200	0.006996	0.141486	0.004912	0.019486	0.001926	0.018094	0.001850	0	0	0.002194	0.000646	0	0	0	0	0	0	0.022426	0.002075	0	0	
298.8000	0.0197	0.0019	1.8987	0	0	0	0	0.014834	0.001692	0.355211	0.006760	0	0	0.427200	0.006996	0.141028	0.004911	0.019807	0.001948	0.016903	0.001793	0	0	0.002200	0.000663	0	0	0	0	0	0	0.022816	0.002103	0	0	
298.9000	0.0191	0.0019	1.9019	0	0	0	0	0.015289	0.001708	0.355026	0.006763	0	0	0.427200	0.006996	0.140288	0.004890	0.020757	0.001997	0.016339	0.001746	0	0	0.002322	0.000672	0	0	0	0	0	0	0.022780	0.002092	0	0	
299.0000	0.0192	0.0019	1.9048	0	0	0.000185	0.000148	0.013985	0.001623	0.355156	0.006757	0	0	0.427200	0.006996	0.138942	0.004869	0.021321	0.002019	0.017725	0.001806	0	0	0.001876	0.000604	0	0	0	0	0	0	0.023610	0.002124	0	0	
299.1000	0.0197	0.0019	1.9058	0	0	0.000400	0.000283	0.014021	0.001645	0.355880	0.006762	0	0	0.427200	0.006996	0.137583	0.004855	0.021653	0.002036	0.017780	0.001820	0	0	0.001609	0.000528	0	0	0	0	0	0	0.023874	0.002140	0	0	
299.2000	0.0190	0.0019	1.9060	0	0	0.000400	0.000283	0.015121	0.001695	0.356066	0.006761	0	0	0.427200	0.006996	0.136656	0.004845	0.021309	0.002014	0.017247	0.001803	0	0	0.001141	0.000453	0	0	0	0	0	0	0.024860	0.002176	0	0	
299.3000	0.0187	0.0019	1.9063	0	0	0.000400	0.000283	0.014843	0.001695	0.356189	0.006766	0	0	0.427200	0.006996	0.136740	0.004845	0.020224	0.001967	0.017333	0.001790	0	0	0.001475	0.000517	0	0	0	0	0	0	0.025596	0.002200	0	0	
299.4000	0.0185	0.0019	1.8980	0	0	0.000400	0.000283	0.014303	0.001668	0.358059	0.006775	0	0	0.427200	0.006996	0.136650	0.004849	0.020016	0.001966	0.016275	0.001746	0	0	0.001430	0.000523	0	0	0	0	0	0	0.025668	0.002214	0	0	
299.5000	0.0186	0.0019	1.8997	0	0	0.000400	0.000283	0.013874	0.001637	0.358349	0.006778	0	0	0.427200	0.006996	0.135649	0.004812	0.019895	0.001943	0.017150	0.001780	0	0	0.001480	0.000516	0	0	0	0	0	0	0.026004	0.002241	0	0	
299.6000	0.0192	0.0019	1.8983	0	0	0.000489	0.000296	0.012745	0.001554	0.359480	0.006776	0	0	0.427200	0.006996	0.134391	0.004805	0.020784	0.001993	0.017049	0.001784	0	0	0.001537	0.000529	0	0	0	0	0	0	0.026326	0.002248	0	0	
299.7000	0.0192	0.0019	1.8973	0	0	0.000600	0.000346	0.012262	0.001544	0.360047	0.006783	0	0	0.427200	0.006996	0.134096	0.004800	0.020651	0.001985	0.016819	0.001777	0	0	0.001673	0.000553	0	0	0	0	0	0	0.026650	0.002263	0	0	
299.8000	0.0181	0.0018	1.8971	0	0	0.000600	0.000346	0.011601	0.001478	0.360318	0.006781	0	0	0.427200	0.006996	0.133820	0.004796	0.019681	0.001934	0.018555	0.001866	0	0	0.001737	0.000577	0	0	0	0	0	0	0.026488	0.002245	0	0	
299.9000	0.0174	0.0018	1.8965	0	0	0.000600	0.000346	0.012455	0.001546	0.360415	0.006783	0	0	0.427200	0.006996	0.133877	0.004801	0.019083	0.001906	0.018227	0.001856	0	0	0.001590	0.000550	0	0	0	0	0	0	0.026553	0.002256	0	0	
300.0000	0.0191	0.0019	1.9030	0	0	0.000601	0.000315	0.013233	0.001587	0.359525	0.006778	0	0	0.427200	0.006996	0.133225	0.004791	0.018344	0.001869	0.019076	0.001891	0	0	0.001782	0.000576	0	0	0	0	0	0	0.027015	0.002270	0	0	
300.1000	0.0199	0.0019	1.9010	0	0	0.000660	0.000337	0.013172	0.001583	0.359910	0.006781	0	0	0.427200	0.006996	0.133192	0.004794	0.018213	0.001873	0.018645	0.001877	0	0	0.001637	0.000543	0	0	0	0	0	0	0.027371	0.002288	0	0	
300.2000	0.0202	0.0020	1.8963	0	0	0.000400	0.000283	0.012743	0.001557	0.360218	0.006781	0	0	0.427200	0.006996	0.133665	0.004795	0.017637	0.001833	0.019165	0.001899	0	0	0.001510	0.000536	0	0	0	0	0	0	0.027462	0.002292	0	0	
300.3000	0.0208	0.0020	1.8921	0	0	0.000521	0.000308	0.012406	0.001539	0.360530	0.006783	0	0	0.427200	0.006996	0.134912	0.004817	0.016424	0.001774	0.018641	0.001876	0	0	0.001659	0.000545	0	0	0	0	0	0	0.027707	0.002304	0	0	
300.4000	0.0207	0.0020	1.8926	0	0	0.000600	0.000346	0.011817	0.001487	0.361220	0.006780	0	0	0.427200	0.006996	0.134753	0.004805	0.017145	0.001795	0.018241	0.001836	0	0	0.002390	0.000675	0	0	0	0	0	0	0.026634	0.002258	0	0	
300.5000	0.0209	0.0020	1.8943	0	0	0.000600	0.000346	0.012354	0.001536	0.360804	0.006787	0	0	0.427200	0.006996	0.135101	0.004810	0.016914	0.001793	0.018383	0.001859	0	0	0.002508	0.000700	0	0	0	0	0	0	0.026136	0.002246	0	0	
300.6000	0.0214	0.0020	1.9027	0	0	0.000600	0.000346	0.012531	0.001536	0.360230	0.006782	0	0	0.427200	0.006996	0.133376	0.004789	0.017186	0.001819	0.020357	0.001955	0	0	0.002791	0.000737	0	0	0	0	0	0	0.025728	0.002220	0	0	
300.7000	0.0235	0.0021	1.9101	0	0	0.000600	0.000346	0.012628	0.001536	0.358920	0.006773	0	0	0.427200	0.006996	0.133249	0.004781	0.017062	0.001808	0.021137	0.001981	0	0	0.003386	0.000797	0	0	0	0	0	0	0.025817	0.002228	0	0	
300.8000	0.0215	0.0020	1.9138	0	0	0.000619	0.000347	0.012836	0.001559	0.358502	0.006774	0	0	0.427200	0.006996	0.132777	0.004777	0.017962	0.001844	0.020933	0.001983	0	0	0.003474	0.000806	0	0	0	0	0	0	0.025698	0.002217	0	0	
300.9000	0.0201	0.0019	1.9141	0	0	0.000800	0.000400	0.011963	0.001517	0.358875	0.006773	0	0	0.427200	0.006996	0.132586	0.004773	0.019095	0.001907	0.020798	0.001951	0	0	0.003732	0.000849	0	0	0	0	0	0	0.024951	0.002179	0	0	
301.0000	0.0193	0.0019	1.9063	0	0	0.000638	0.000348	0.012309	0.001535	0.360285	0.006779	0	0	0.427200	0.006996	0.132935	0.004791	0.018976	0.001917	0.018885	0.001885	0	0	0.003607	0.000834	0	0	0	0	0	0	0.025164	0.002200	0	0	
301.1000	0.0204	0.0019	1.9027	0	0	0.000569	0.000329	0.012158	0.001518	0.359950	0.006783	0	0	0.427200	0.006996	0.134772	0.004813	0.018846	0.001901	0.017904	0.001839	0	0	0.003800	0.000870	0	0	0	0	0	0	0.024800	0.002183	0	0	
301.2000	0.0212	0.0020	1.9023	0	0	0.000390	0.000276	0.013112	0.001579	0.360016	0.006780	0	0	0.427200	0.006996	0.134683	0.004812	0.018887	0.001902	0.017803	0.001828	0	0	0.003714	0.000845	0	0	0	0	0	0	0.024195	0.002154	0	0	
301.3000	0.0220	0.0020	1.9031	0	0	0.000200	0.000200	0.013128	0.001577	0.359094	0.006777	0	0	0.427200	0.006996	0.135359	0.004822	0.018072	0.001849	0.018930	0.001890	0	0	0.003698	0.000844	0	0	0	0	0	0	0.024319	0.002147	0	0	
301.4000	0.0222	0.0020	1.9045	0	0	0.000015	0.000015	0.013610	0.001612	0.358192	0.006772	0	0	0.427200	0.006996	0.135960	0.004831	0.018783	0.001901	0.019066	0.001892	0	0	0.003786	0.000846	0	0	0	0	0	0	0.023388	0.002120	0	0	
301.5000	0.0211	0.0020	1.9040	0	0	0	0	0.015178	0.001683	0.357528	0.006765	0	0	0.427200	0.006996	0.137013	0.004842	0.017596	0.001832	0.017998	0.001831	0	0	0.003559	0.000838	0	0	0	0	0	0	0.023927	0.002144	0	0	
301.6000	0.0211	0.0020	1.9047	0	0	0	0	0.016363	0.001767	0.356543	0.006767	0	0	0.427200	0.006996	0.138126	0.004857	0.016509	0.001764	0.017621	0.001805	0	0	0.003434	0.000815	0	0	0	0	0	0	0.024204	0.002141	0	0	
