Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
1.1900	0.0825	0.0037	2.3946	0.8853	0.1147	A	0.000400	0.000283	A -- B	0.000600	0.000346	A -- T	0.001200	0.000490	A -- B -- D	0.000400	0.000283	B -- T -- D	0.003000	0.000774	A -- B -- T -- C	0.004966	0.000991	B -- T -- C	0.007313	0.001196	B -- T	0.001400	0.000529	T	0.000378	0.000268	T -- C	0.004175	0.000900	A -- C	0.003400	0.000823	A -- B -- T	0.001600	0.000565	B -- T -- C -- D	0.012491	0.001563	A -- T -- C -- D	0.039893	0.002765	<nil>	0.021452	0.002037	A -- B -- T -- D	0.001600	0.000565	C -- D	0.580043	0.006977	C	0.132412	0.004788	A -- B -- T -- C -- D	0.006893	0.001162	A -- C -- D	0.026400	0.002268	B	0.002175	0.000629	A -- B -- C -- D	0.005595	0.001046	D	0.094357	0.004132	A -- T -- D	0.006252	0.001111	B -- C	0.005884	0.001069	B -- C -- D	0.010871	0.001455	A -- T -- C	0.007000	0.001179	T -- C -- D	0.007062	0.001181	A -- B -- C	0.004525	0.000944	B -- D	0.002116	0.000642	T -- D	0.000148	0.000148	A -- D	0.004000	0.000893
1.2000	0.0813	0.0037	2.3799	0.8868	0.1132	A	0.000400	0.000283	A -- B	0.000433	0.000285	T	0.000200	0.000200	A -- T	0.001200	0.000490	A -- B -- D	0.000400	0.000283	T -- D	0.000023	0.000023	B -- T -- D	0.003087	0.000776	A -- B -- T -- C	0.004996	0.000997	B -- T -- C	0.007087	0.001182	B -- T	0.001600	0.000565	A -- C	0.003400	0.000823	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.012844	0.001582	A -- T -- C -- D	0.039067	0.002730	<nil>	0.021039	0.002023	A -- B -- T -- D	0.001564	0.000541	C -- D	0.582215	0.006968	C	0.132179	0.004781	A -- B -- T -- C -- D	0.007206	0.001169	A -- C -- D	0.026227	0.002259	B	0.001967	0.000622	A -- B -- C -- D	0.005335	0.001015	D	0.094792	0.004140	A -- T -- D	0.006170	0.001100	B -- C	0.005789	0.001066	B -- C -- D	0.010655	0.001435	A -- T -- C	0.007153	0.001189	T -- C -- D	0.007377	0.001199	A -- B -- C	0.004255	0.000916	B -- D	0.002200	0.000663	A -- D	0.004000	0.000893	T -- C	0.003740	0.000853
1.2100	0.0798	0.0037	2.3684	0.8876	0.1124	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001200	0.000490	T -- D	0.000204	0.000200	B -- T -- D	0.002996	0.000773	A -- B -- D	0.000479	0.000294	A -- B -- T -- C	0.005000	0.000998	B -- T -- C	0.006752	0.001152	B -- T	0.001600	0.000565	A -- C	0.003274	0.000802	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.013096	0.001602	A -- T -- C -- D	0.038731	0.002726	<nil>	0.020517	0.001999	A -- B -- T -- D	0.001749	0.000585	C -- D	0.584967	0.006961	C	0.131488	0.004774	A -- B -- T -- C -- D	0.007601	0.001227	A -- C -- D	0.026200	0.002259	B	0.002000	0.000632	A -- B -- C -- D	0.004785	0.000966	D	0.094624	0.004132	A -- T -- D	0.005851	0.001075	B -- C	0.005821	0.001074	B -- C -- D	0.010364	0.001421	A -- T -- C	0.006880	0.001164	T -- C -- D	0.007347	0.001203	A -- B -- C	0.004518	0.000933	B -- D	0.002060	0.000627	A -- D	0.003921	0.000879	T -- C	0.003576	0.000835
1.2200	0.0784	0.0036	2.3532	0.8884	0.1116	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001007	0.000447	T -- D	0.000400	0.000283	B -- T -- D	0.002969	0.000766	A -- B -- D	0.000600	0.000346	A -- B -- T -- C	0.004941	0.000987	B -- T -- C	0.006486	0.001125	B -- T	0.001600	0.000565	A -- C	0.003200	0.000799	A -- B -- T	0.001438	0.000530	B -- T -- C -- D	0.013337	0.001611	A -- T -- C -- D	0.038377	0.002711	<nil>	0.019956	0.001971	A -- B -- T -- D	0.001593	0.000554	C -- D	0.588535	0.006949	C	0.130359	0.004751	A -- B -- T -- C -- D	0.007890	0.001233	A -- C -- D	0.025992	0.002246	B	0.002000	0.000632	D	0.094305	0.004126	A -- B -- C -- D	0.004536	0.000936	A -- T -- D	0.005800	0.001074	B -- C	0.005992	0.001091	B -- C -- D	0.010127	0.001406	A -- T -- C	0.006993	0.001178	T -- C -- D	0.006904	0.001162	A -- B -- C	0.004600	0.000957	B -- D	0.001800	0.000600	A -- D	0.003790	0.000868	T -- C	0.003473	0.000817
1.2300	0.0752	0.0036	2.3311	0.8899	0.1101	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001000	0.000447	T -- D	0.000558	0.000324	B -- T -- D	0.002842	0.000749	A -- B -- D	0.000554	0.000322	A -- B -- T -- C	0.005069	0.000997	B -- T -- C	0.006075	0.001093	B -- T	0.001600	0.000565	A -- C	0.003081	0.000778	A -- B -- T	0.001600	0.000565	B -- T -- C -- D	0.014510	0.001678	A -- T -- C -- D	0.038431	0.002713	<nil>	0.019295	0.001937	A -- B -- T -- D	0.001400	0.000529	A -- C -- D	0.026017	0.002247	B	0.001850	0.000598	C -- D	0.592486	0.006942	C	0.129629	0.004744	A -- B -- T -- C -- D	0.007172	0.001177	A -- B -- C -- D	0.004318	0.000920	D	0.093979	0.004121	B -- C -- D	0.010001	0.001405	A -- T -- D	0.005677	0.001058	B -- C	0.005878	0.001074	A -- T -- C	0.006902	0.001167	T -- C -- D	0.005942	0.001062	A -- B -- C	0.004477	0.000939	B -- D	0.001979	0.000616	A -- D	0.003600	0.000847	T -- C	0.003075	0.000775
1.2400	0.0724	0.0035	2.3113	0.8913	0.1087	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001000	0.000447	T -- D	0.000600	0.000346	B -- T -- D	0.002999	0.000773	A -- B -- D	0.000400	0.000283	A -- B -- T -- C	0.005171	0.001012	B -- T -- C	0.006154	0.001103	B -- T	0.001401	0.000529	A -- C	0.002786	0.000743	A -- B -- T	0.001600	0.000565	B -- T -- C -- D	0.015424	0.001730	A -- T -- C -- D	0.038181	0.002704	<nil>	0.018486	0.001898	A -- B -- T -- D	0.001536	0.000546	A -- C -- D	0.025846	0.002242	B	0.001571	0.000556	C -- D	0.596103	0.006931	C	0.129008	0.004732	A -- B -- T -- C -- D	0.006655	0.001125	A -- B -- C -- D	0.004554	0.000947	D	0.093785	0.004120	B -- C -- D	0.009580	0.001371	B -- C	0.005692	0.001059	A -- T -- C	0.006629	0.001146	T -- C -- D	0.005216	0.001006	A -- B -- C	0.004614	0.000957	B -- D	0.002229	0.000663	A -- T -- D	0.005317	0.001021	A -- D	0.003600	0.000847	T -- C	0.002864	0.000749
1.2500	0.0710	0.0035	2.2954	0.8923	0.1077	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001000	0.000447	T -- D	0.000628	0.000347	B -- T -- D	0.002970	0.000757	A -- B -- D	0.000360	0.000256	A -- B -- T -- C	0.005057	0.000999	B -- T -- C	0.005730	0.001061	B -- T	0.001529	0.000544	A -- C	0.002600	0.000720	A -- B -- T	0.001471	0.000534	B -- T -- C -- D	0.015931	0.001760	A -- T -- C -- D	0.038034	0.002703	<nil>	0.018156	0.001887	A -- B -- T -- D	0.001451	0.000531	A -- C -- D	0.025526	0.002224	B	0.001400	0.000529	C -- D	0.599406	0.006925	C	0.128461	0.004726	A -- B -- T -- C -- D	0.006365	0.001118	A -- B -- C -- D	0.005011	0.000986	D	0.093037	0.004105	B -- C -- D	0.009017	0.001336	B -- C	0.005452	0.001038	A -- T -- C	0.006562	0.001134	T -- C -- D	0.005121	0.000987	A -- B -- C	0.004800	0.000978	B -- D	0.002213	0.000663	A -- T -- D	0.005200	0.001017	A -- D	0.003504	0.000830	T -- C	0.003011	0.000758
1.2600	0.0700	0.0035	2.2810	0.8928	0.1072	A -- B -- D	0.000200	0.000200	A	0.000400	0.000283	A -- B	0.000400	0.000283	T	0.000200	0.000200	A -- T	0.001000	0.000447	T -- D	0.000800	0.000400	B -- T -- D	0.002800	0.000747	A -- B -- T -- C	0.005235	0.001018	B -- T -- C	0.005073	0.000996	B -- T	0.001600	0.000565	A -- C	0.002600	0.000720	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.015899	0.001765	A -- T -- C -- D	0.037807	0.002697	<nil>	0.017906	0.001873	A -- B -- T -- D	0.001365	0.000515	A -- C -- D	0.025239	0.002217	B	0.001395	0.000527	C -- D	0.602526	0.006914	C	0.127750	0.004714	A -- B -- T -- C -- D	0.006598	0.001139	A -- B -- C -- D	0.005335	0.001025	D	0.092443	0.004096	B -- C -- D	0.009176	0.001344	B -- C	0.005395	0.001024	A -- T -- C	0.006400	0.001128	T -- C -- D	0.004315	0.000892	A -- B -- C	0.004657	0.000959	B -- D	0.002200	0.000663	A -- T -- D	0.005195	0.001016	A -- D	0.003400	0.000823	T -- C	0.003292	0.000797
1.2700	0.0692	0.0034	2.2689	0.8934	0.1066	A	0.000400	0.000283	A -- B -- D	0.000366	0.000260	A -- B	0.000400	0.000283	T	0.000137	0.000137	A -- T	0.001000	0.000447	T -- D	0.000800	0.000400	B -- T -- D	0.002800	0.000747	A -- B -- T -- C	0.005317	0.001023	B -- T -- C	0.004481	0.000930	B -- T	0.001600	0.000565	A -- C	0.002600	0.000720	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.015579	0.001739	A -- T -- C -- D	0.037774	0.002694	<nil>	0.017992	0.001873	A -- B -- T -- D	0.001400	0.000529	A -- C -- D	0.024970	0.002202	B	0.001076	0.000453	C -- D	0.604824	0.006908	C	0.127199	0.004707	A -- B -- T -- C -- D	0.006613	0.001132	A -- B -- C -- D	0.005430	0.001030	D	0.092391	0.004092	B -- C -- D	0.009085	0.001338	B -- C	0.005315	0.001024	A -- T -- C	0.006188	0.001108	T -- C -- D	0.004211	0.000893	A -- B -- C	0.004485	0.000940	B -- D	0.002200	0.000663	A -- T -- D	0.005000	0.000998	A -- D	0.003234	0.000799	T -- C	0.003731	0.000846
1.2800	0.0685	0.0034	2.2556	0.8944	0.1056	A	0.000400	0.000283	A -- B -- D	0.000400	0.000283	A -- B	0.000232	0.000203	A -- T	0.001000	0.000447	B	0.001126	0.000464	T -- D	0.000800	0.000400	B -- T -- D	0.002921	0.000757	A -- B -- T -- C	0.005275	0.001018	B -- T -- C	0.004507	0.000938	A -- C	0.002600	0.000720	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.015509	0.001745	A -- T -- C -- D	0.037684	0.002692	B -- T	0.001600	0.000565	<nil>	0.018042	0.001881	A -- B -- T -- D	0.001279	0.000496	A -- C -- D	0.024800	0.002200	C -- D	0.607580	0.006899	C	0.126522	0.004694	A -- B -- T -- C -- D	0.006600	0.001145	A -- B -- C -- D	0.005404	0.001037	D	0.091561	0.004075	B -- C -- D	0.009029	0.001334	B -- C	0.005400	0.001037	A -- T -- C	0.006000	0.001092	A -- B -- C	0.004400	0.000936	T -- C -- D	0.004050	0.000886	B -- D	0.002200	0.000663	A -- T -- D	0.004916	0.000984	A -- D	0.003200	0.000799	T -- C	0.003564	0.000824
1.2900	0.0678	0.0034	2.2370	0.8948	0.1052	A -- B	0.000200	0.000200	A	0.000400	0.000283	A -- B -- D	0.000539	0.000315	A -- T	0.001000	0.000447	B	0.001000	0.000447	T -- D	0.000800	0.000400	A -- B -- T -- C	0.005136	0.001007	B -- T -- C	0.004600	0.000957	B -- T	0.001600	0.000565	A -- C	0.002600	0.000720	A -- T -- C -- D	0.037606	0.002686	<nil>	0.018077	0.001882	A -- B -- T -- D	0.001067	0.000442	B -- T -- D	0.003057	0.000776	A -- C -- D	0.024689	0.002192	C -- D	0.611924	0.006884	C	0.125788	0.004683	A -- B -- T -- C -- D	0.006926	0.001168	A -- B -- C -- D	0.005367	0.001022	D	0.089884	0.004040	A -- B -- T	0.001476	0.000534	B -- T -- C -- D	0.015075	0.001715	B -- C -- D	0.008449	0.001283	B -- C	0.005183	0.001006	A -- T -- C	0.005840	0.001072	A -- B -- C	0.004519	0.000944	T -- C -- D	0.003955	0.000846	B -- D	0.002200	0.000663	A -- T -- D	0.004800	0.000978	A -- D	0.003061	0.000776	T -- C	0.003182	0.000780
1.3000	0.0661	0.0034	2.2198	0.8949	0.1051	A -- B	0.000200	0.000200	A	0.000400	0.000283	A -- B -- D	0.000600	0.000346	A -- T	0.000786	0.000370	B	0.001000	0.000447	T -- D	0.000800	0.000400	A -- B -- T -- C	0.005181	0.001014	B -- T -- C	0.004619	0.000957	B -- T	0.001600	0.000565	A -- C	0.002600	0.000720	A -- B -- T	0.001707	0.000575	B -- T -- C -- D	0.014546	0.001688	A -- T -- C -- D	0.037622	0.002688	<nil>	0.017665	0.001860	A -- B -- T -- D	0.000800	0.000400	B -- T -- D	0.003155	0.000789	A -- C -- D	0.024485	0.002184	C -- D	0.614886	0.006876	C	0.125239	0.004676	A -- B -- T -- C -- D	0.007178	0.001186	A -- B -- C -- D	0.005282	0.001018	D	0.089865	0.004042	B -- C -- D	0.008338	0.001280	B -- C	0.004626	0.000957	A -- T -- C	0.005907	0.001079	A -- B -- C	0.004600	0.000957	T -- C -- D	0.003878	0.000860	B -- D	0.002034	0.000633	A -- T -- D	0.004800	0.000978	A -- D	0.003000	0.000774	T -- C	0.002601	0.000720
1.3100	0.0655	0.0033	2.2069	0.8953	0.1047	A -- T	0.000600	0.000346	A -- B	0.000200	0.000200	T	0.000177	0.000126	A	0.000400	0.000283	A -- B -- D	0.000542	0.000302	B	0.001000	0.000447	T -- D	0.000666	0.000353	A -- B -- T -- C	0.005000	0.000998	B -- T -- C	0.004665	0.000959	B -- T	0.001423	0.000515	A -- C	0.002600	0.000720	A -- B -- T	0.001800	0.000600	B -- T -- C -- D	0.014415	0.001673	A -- T -- C -- D	0.037299	0.002678	<nil>	0.017600	0.001860	A -- B -- T -- D	0.000800	0.000400	B -- T -- D	0.003000	0.000774	A -- C -- D	0.024138	0.002167	C -- D	0.617724	0.006866	C	0.124571	0.004663	A -- B -- T -- C -- D	0.007409	0.001205	A -- B -- C -- D	0.005614	0.001045	D	0.089258	0.004028	B -- C -- D	0.008136	0.001257	B -- C	0.004480	0.000937	A -- T -- C	0.006000	0.001092	A -- B -- C	0.004571	0.000951	T -- C -- D	0.004076	0.000882	B -- D	0.002000	0.000632	A -- T -- D	0.004800	0.000978	A -- D	0.002906	0.000755	T -- C	0.002128	0.000628
1.3200	0.0644	0.0033	2.1941	0.8967	0.1033	A -- T	0.000600	0.000346	A -- B	0.000200	0.000200	T	0.000400	0.000283	A	0.000400	0.000283	A -- B -- D	0.000600	0.000346	B	0.000838	0.000402	T -- D	0.000600	0.000346	T -- C	0.001749	0.000571	A -- B -- T -- C	0.004975	0.000986	B -- T -- C	0.004503	0.000930	A -- C	0.002600	0.000720	A -- B -- T	0.001800	0.000600	B -- T -- C -- D	0.014334	0.001673	A -- T -- C -- D	0.037219	0.002674	B -- T	0.001200	0.000490	<nil>	0.017276	0.001840	A -- B -- T -- D	0.000694	0.000359	B -- T -- D	0.003106	0.000781	A -- C -- D	0.023659	0.002143	C -- D	0.620199	0.006858	C	0.124298	0.004661	A -- B -- T -- C -- D	0.007032	0.001170	A -- B -- C -- D	0.005553	0.001020	D	0.088889	0.004021	B -- C -- D	0.008232	0.001266	B -- C	0.004569	0.000951	A -- T -- C	0.006000	0.001092	A -- B -- C	0.004358	0.000924	T -- C -- D	0.004354	0.000910	B -- D	0.002162	0.000652	A -- T -- D	0.004800	0.000978	A -- D	0.002800	0.000747
1.3300	0.0633	0.0033	2.1802	0.8976	0.1024	A -- T	0.000573	0.000331	A -- B	0.000200	0.000200	T	0.000255	0.000207	A	0.000247	0.000205	B	0.000706	0.000362	A -- B -- D	0.000600	0.000346	T -- D	0.000600	0.000346	T -- C	0.002162	0.000652	A -- B -- T -- C	0.005001	0.000988	B -- T -- C	0.003909	0.000874	A -- C	0.002753	0.000736	A -- B -- T	0.001800	0.000600	B -- T -- C -- D	0.014314	0.001676	A -- T -- C -- D	0.037172	0.002665	B -- T	0.001200	0.000490	<nil>	0.017202	0.001829	A -- B -- T -- D	0.000600	0.000346	B -- T -- D	0.003200	0.000799	A -- C -- D	0.023350	0.002134	C -- D	0.623189	0.006848	C	0.123398	0.004651	A -- B -- T -- C -- D	0.007422	0.001199	A -- B -- C -- D	0.005250	0.001018	D	0.087966	0.003997	B -- C -- D	0.008685	0.001302	B -- C	0.004615	0.000952	A -- T -- C	0.005923	0.001081	A -- B -- C	0.004229	0.000915	T -- C -- D	0.004176	0.000891	B -- D	0.001998	0.000629	A -- T -- D	0.004505	0.000939	A -- D	0.002800	0.000747
1.3400	0.0618	0.0032	2.1630	0.8981	0.1019	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000269	0.000212	B	0.000600	0.000346	A -- B -- D	0.000574	0.000332	T -- C -- D	0.003802	0.000831	T -- D	0.000600	0.000346	T -- C	0.002000	0.000632	B -- T -- C	0.004088	0.000882	A -- C	0.002800	0.000747	A -- B -- T	0.001750	0.000585	B -- T -- C -- D	0.014171	0.001658	A -- T -- C -- D	0.036880	0.002661	B -- T	0.001178	0.000468	<nil>	0.016893	0.001820	A -- B -- T -- D	0.000786	0.000393	B -- T -- D	0.003203	0.000799	A -- C -- D	0.023000	0.002120	C -- D	0.625897	0.006834	C	0.123415	0.004646	A -- B -- T -- C -- D	0.007632	0.001214	A -- B -- C -- D	0.005595	0.001055	D	0.087756	0.003995	B -- C -- D	0.008400	0.001284	B -- C	0.004211	0.000915	A -- T -- C	0.005523	0.001043	A -- B -- T -- C	0.005199	0.000993	A -- B -- C	0.004200	0.000915	B -- D	0.001612	0.000545	A -- T -- D	0.004365	0.000927	A -- D	0.002800	0.000747
1.3500	0.0607	0.0032	2.1461	0.8994	0.1006	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000322	0.000234	B	0.000600	0.000346	A -- B -- D	0.000400	0.000283	T -- C -- D	0.003595	0.000845	T -- D	0.000999	0.000423	A -- T -- D	0.004200	0.000915	T -- C	0.001761	0.000580	A -- C	0.002800	0.000747	A -- B -- T	0.001600	0.000565	B -- T -- C -- D	0.013812	0.001650	A -- T -- C -- D	0.036712	0.002658	B -- T	0.001000	0.000447	<nil>	0.016495	0.001797	A -- B -- T -- D	0.000800	0.000400	B -- T -- D	0.003078	0.000776	A -- C -- D	0.022946	0.002114	C -- D	0.629514	0.006825	C	0.122383	0.004627	A -- B -- T -- C -- D	0.007484	0.001215	A -- B -- C -- D	0.005600	0.001051	D	0.087258	0.003989	B -- C -- D	0.008303	0.001279	B -- C	0.004051	0.000891	A -- B -- T -- C	0.004860	0.000978	A -- B -- C	0.004200	0.000915	B -- D	0.001600	0.000565	A -- T -- C	0.005580	0.001052	A -- D	0.002647	0.000722	B -- T -- C	0.004599	0.000947
1.3600	0.0596	0.0032	2.1352	0.9002	0.0998	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000600	0.000346	A -- B -- D	0.000400	0.000283	T -- C	0.001964	0.000610	T -- C -- D	0.003719	0.000829	T -- D	0.001247	0.000487	A -- T -- D	0.004037	0.000893	A -- C	0.002800	0.000747	A -- B -- T	0.001515	0.000541	B -- T -- C -- D	0.013813	0.001637	A -- T -- C -- D	0.036596	0.002654	B -- T	0.001000	0.000447	<nil>	0.015893	0.001760	A -- B -- T -- D	0.000800	0.000400	B -- T -- D	0.002818	0.000748	A -- C -- D	0.022652	0.002103	C -- D	0.631659	0.006818	C	0.121955	0.004627	A -- B -- T -- C -- D	0.007374	0.001207	A -- B -- C -- D	0.005748	0.001066	D	0.087088	0.003978	B -- C -- D	0.008545	0.001299	B -- C	0.003800	0.000870	A -- B -- T -- C	0.004685	0.000961	A -- B -- C	0.004200	0.000915	B -- D	0.001455	0.000532	A -- T -- C	0.005600	0.001055	A -- D	0.002600	0.000720	B -- T -- C	0.004436	0.000929
1.3700	0.0587	0.0031	2.1246	0.9010	0.0990	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000600	0.000346	A -- B -- D	0.000400	0.000283	T -- C	0.002170	0.000638	T -- C -- D	0.004126	0.000888	A -- T -- D	0.004000	0.000893	B -- T -- C	0.004196	0.000902	A -- T -- C -- D	0.036410	0.002649	B -- T	0.001000	0.000447	A -- C	0.002800	0.000747	T -- D	0.001309	0.000502	<nil>	0.015238	0.001727	A -- B -- T -- D	0.000677	0.000355	B -- T -- D	0.002813	0.000736	A -- C -- D	0.022600	0.002102	C -- D	0.634203	0.006806	C	0.121128	0.004607	A -- B -- T -- C -- D	0.007156	0.001180	A -- B -- C -- D	0.005637	0.001056	D	0.086783	0.003977	A -- B -- T	0.001400	0.000529	B -- T -- C -- D	0.013323	0.001609	B -- C -- D	0.008763	0.001316	B -- C	0.003722	0.000856	A -- B -- T -- C	0.004642	0.000953	A -- B -- C	0.004200	0.000915	B -- D	0.001400	0.000529	A -- T -- C	0.005703	0.001060	A -- D	0.002600	0.000720
1.3800	0.0577	0.0031	2.1121	0.9019	0.0981	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000566	0.000328	A -- B -- D	0.000400	0.000283	T -- C	0.001960	0.000620	A -- T -- D	0.004000	0.000893	T -- C -- D	0.004160	0.000902	B -- T -- D	0.002800	0.000747	A -- B -- T	0.001331	0.000507	B -- T -- C -- D	0.013418	0.001626	A -- T -- C -- D	0.036205	0.002639	B -- T	0.001069	0.000452	<nil>	0.015034	0.001719	A -- B -- T -- D	0.000600	0.000346	A -- C	0.002709	0.000726	T -- D	0.001094	0.000452	A -- C -- D	0.022734	0.002099	C -- D	0.636681	0.006797	C	0.120297	0.004595	A -- B -- T -- C -- D	0.006995	0.001172	A -- B -- C -- D	0.005511	0.001033	D	0.086314	0.003967	B -- C -- D	0.008920	0.001324	B -- C	0.003477	0.000827	A -- B -- T -- C	0.004278	0.000915	A -- B -- C	0.004340	0.000925	B -- D	0.001400	0.000529	A -- T -- C	0.005800	0.001074	A -- D	0.002387	0.000677	B -- T -- C	0.004521	0.000941
1.3900	0.0558	0.0031	2.0906	0.9030	0.0970	A	0.000200	0.000200	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000347	0.000248	A -- B -- D	0.000416	0.000283	T -- C	0.001803	0.000600	A -- T -- D	0.003722	0.000855	T -- C -- D	0.003822	0.000855	B -- T -- D	0.002675	0.000721	A -- T -- C -- D	0.035980	0.002630	B -- T	0.001200	0.000490	A -- B -- C	0.004425	0.000927	<nil>	0.014956	0.001711	A -- B -- T -- D	0.000600	0.000346	A -- C	0.002217	0.000663	T -- D	0.000801	0.000368	A -- C -- D	0.023091	0.002122	C -- D	0.639735	0.006781	C	0.120214	0.004592	A -- B -- T -- C -- D	0.007314	0.001199	A -- B -- C -- D	0.005298	0.001021	D	0.085728	0.003950	A -- B -- T	0.001200	0.000490	B -- T -- C -- D	0.013386	0.001624	B -- C -- D	0.008831	0.001318	B -- C	0.003257	0.000788	A -- B -- T -- C	0.003955	0.000884	B -- D	0.001400	0.000529	A -- T -- C	0.005800	0.001074	A -- D	0.002184	0.000658	B -- T -- C	0.004645	0.000958
1.4000	0.0556	0.0031	2.0773	0.9040	0.0960	A	0.000138	0.000138	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000200	0.000200	A -- B -- D	0.000628	0.000347	T -- D	0.001046	0.000437	A -- T -- D	0.003600	0.000847	T -- C -- D	0.003595	0.000820	B -- T -- D	0.002154	0.000642	B -- C -- D	0.008762	0.001314	A -- B -- T	0.001200	0.000490	B -- T -- C -- D	0.013157	0.001605	A -- T -- C -- D	0.035581	0.002615	B -- T	0.001200	0.000490	A -- B -- C	0.003951	0.000880	<nil>	0.014911	0.001711	A -- B -- T -- D	0.000581	0.000336	A -- C -- D	0.023000	0.002120	C -- D	0.642519	0.006773	C	0.119726	0.004586	A -- B -- T -- C -- D	0.007814	0.001232	A -- B -- C -- D	0.005054	0.000999	D	0.085053	0.003943	B -- C	0.003439	0.000819	A -- B -- T -- C	0.003858	0.000872	A -- C	0.002200	0.000663	B -- D	0.001400	0.000529	A -- T -- C	0.005800	0.001074	A -- D	0.002034	0.000627	B -- T -- C	0.004609	0.000957	T -- C	0.001991	0.000629
1.4100	0.0552	0.0030	2.0667	0.9049	0.0951	A -- T	0.000400	0.000283	A -- B	0.000200	0.000200	T	0.000200	0.000200	B	0.000200	0.000200	A -- B -- D	0.000800	0.000400	T -- D	0.001177	0.000466	T -- C -- D	0.003633	0.000830	A -- T -- D	0.003600	0.000847	B -- T -- D	0.001885	0.000605	B -- C -- D	0.008518	0.001293	A -- B -- T	0.001200	0.000490	B -- T -- C -- D	0.013255	0.001605	A -- T -- C -- D	0.035290	0.002608	B -- T	0.001200	0.000490	A -- B -- C	0.003507	0.000821	<nil>	0.014772	0.001705	A -- B -- T -- D	0.000400	0.000283	A -- C -- D	0.023057	0.002121	C -- D	0.644673	0.006763	C	0.119252	0.004580	A -- B -- T -- C -- D	0.007800	0.001236	A -- B -- C -- D	0.004905	0.000981	D	0.084416	0.003927	B -- C	0.003718	0.000848	A -- B -- T -- C	0.004029	0.000893	A -- C	0.002200	0.000663	B -- D	0.001400	0.000529	A -- T -- C	0.005771	0.001069	A -- D	0.001943	0.000616	B -- T -- C	0.004600	0.000957	T -- C	0.002000	0.000632
1.4200	0.0541	0.0030	2.0500	0.9055	0.0945	A -- T	0.000400	0.000283	A -- B	0.000350	0.000250	T	0.000200	0.000200	B	0.000200	0.000200	T -- D	0.001019	0.000447	A -- B -- D	0.000650	0.000350	T -- C -- D	0.004111	0.000879	A -- T -- D	0.003600	0.000847	B -- T -- D	0.001800	0.000600	B -- C	0.003687	0.000852	A -- B -- T	0.001160	0.000475	B -- T -- C -- D	0.012473	0.001558	A -- T -- C -- D	0.035005	0.002599	B -- T	0.001240	0.000491	A -- B -- C	0.003400	0.000823	<nil>	0.014243	0.001669	A -- B -- T -- D	0.000400	0.000283	A -- C -- D	0.023171	0.002124	C -- D	0.648086	0.006746	C	0.118896	0.004570	A -- B -- T -- C -- D	0.007927	0.001249	A -- B -- C -- D	0.004740	0.000962	D	0.083595	0.003911	A -- B -- T -- C	0.004165	0.000908	B -- C -- D	0.008033	0.001246	A -- C	0.002200	0.000663	B -- D	0.001400	0.000529	A -- T -- C	0.005600	0.001055	A -- D	0.001689	0.000572	B -- T -- C	0.004543	0.000943	T -- C	0.002018	0.000619
