Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
3.7300	0.0039	0.0008	0.3898	0.9886	0.0114	A -- D	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C	0.000400	0.000283	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001000	0.000447	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.001125	0.000464	D	0.008200	0.001275	B -- T -- C -- D	0.001875	0.000604	A -- T -- C -- D	0.004000	0.000893	C -- D	0.955062	0.002929	A -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019738	0.001965	A -- B -- T -- C -- D	0.001400	0.000529
3.7400	0.0039	0.0008	0.3873	0.9886	0.0114	A -- D	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C	0.000400	0.000283	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001000	0.000447	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.001200	0.000490	D	0.007944	0.001250	B -- T -- C -- D	0.001800	0.000600	A -- T -- C -- D	0.004000	0.000893	C -- D	0.955456	0.002915	A -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019600	0.001961	A -- B -- T -- C -- D	0.001400	0.000529
3.7500	0.0039	0.0008	0.3859	0.9886	0.0114	A -- D	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C	0.000400	0.000283	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001000	0.000447	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.001200	0.000490	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001800	0.000600	A -- T -- C -- D	0.004000	0.000893	C -- D	0.955672	0.002909	A -- T -- C	0.000400	0.000283	D	0.007770	0.001240	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019558	0.001957	A -- B -- T -- C -- D	0.001400	0.000529
3.7600	0.0038	0.0008	0.3822	0.9886	0.0114	A -- D	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C	0.000400	0.000283	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001180	0.000482	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.001142	0.000452	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001701	0.000574	A -- T -- C -- D	0.004000	0.000893	C -- D	0.956187	0.002892	A -- T -- C	0.000400	0.000283	D	0.007569	0.001224	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019400	0.001951	A -- B -- T -- C -- D	0.001220	0.000490
3.7700	0.0036	0.0008	0.3743	0.9886	0.0114	A -- D	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C	0.000400	0.000283	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001200	0.000490	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000735	0.000356	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001532	0.000545	A -- T -- C -- D	0.004000	0.000893	C -- D	0.957085	0.002862	A -- T -- C	0.000400	0.000283	D	0.007291	0.001199	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019356	0.001947	A -- B -- T -- C -- D	0.001200	0.000490
3.7800	0.0037	0.0008	0.3705	0.9887	0.0113	A -- D	0.000200	0.000200	B -- C	0.000088	0.000088	A -- C	0.000200	0.000200	A -- B -- C	0.000312	0.000229	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001200	0.000490	B -- C -- D	0.001600	0.000565	A -- B -- C -- D	0.000800	0.000400	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000800	0.000400	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001400	0.000529	A -- T -- C -- D	0.004000	0.000893	C -- D	0.957686	0.002844	A -- T -- C	0.000400	0.000283	D	0.006914	0.001165	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019200	0.001941	A -- B -- T -- C -- D	0.001200	0.000490
3.7900	0.0037	0.0008	0.3684	0.9888	0.0112	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- C	0.000200	0.000200	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001200	0.000490	B -- C -- D	0.001600	0.000565	A -- B -- C	0.000343	0.000246	A -- B -- C -- D	0.000657	0.000351	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000807	0.000378	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001270	0.000495	A -- T -- C -- D	0.004000	0.000893	C -- D	0.958009	0.002833	A -- T -- C	0.000400	0.000283	D	0.006800	0.001162	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000400	0.000283	C	0.019115	0.001934	A -- B -- T -- C -- D	0.001200	0.000490
3.8000	0.0035	0.0007	0.3654	0.9890	0.0110	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001161	0.000475	B -- C -- D	0.001554	0.000551	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000705	0.000362	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001329	0.000506	A -- T -- C -- D	0.004000	0.000893	C -- D	0.958386	0.002820	A -- T -- C	0.000400	0.000283	D	0.006800	0.001162	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000439	0.000286	C	0.018955	0.001927	A -- B -- T -- C -- D	0.001071	0.000453
3.8100	0.0037	0.0008	0.3599	0.9894	0.0106	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000722	0.000367	A -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.000801	0.000400	B -- C -- D	0.001400	0.000529	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000433	0.000285	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001400	0.000529	A -- T -- C -- D	0.004000	0.000893	C -- D	0.959104	0.002798	A -- T -- C	0.000400	0.000283	D	0.006800	0.001162	A -- C -- D	0.002678	0.000724	B -- T -- C	0.000799	0.000400	C	0.018662	0.001911	A -- B -- T -- C -- D	0.001000	0.000447
3.8200	0.0039	0.0008	0.3577	0.9896	0.0104	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- B -- T -- C	0.000673	0.000354	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000800	0.000400	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001400	0.000529	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000713	0.000360	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001193	0.000464	A -- T -- C -- D	0.004000	0.000893	C -- D	0.959499	0.002786	A -- T -- C	0.000400	0.000283	D	0.006701	0.001149	A -- C -- D	0.002600	0.000720	B -- T -- C	0.000927	0.000420	C	0.018400	0.001901	A -- B -- T -- C -- D	0.000894	0.000411
3.8300	0.0039	0.0008	0.3555	0.9898	0.0102	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- B -- T -- C	0.000600	0.000346	A -- C	0.000200	0.000200	B -- T -- C -- D	0.001173	0.000479	A -- B -- C -- D	0.000800	0.000400	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001400	0.000529	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- T -- C -- D	0.004000	0.000893	C -- D	0.959800	0.002778	A -- T -- C	0.000400	0.000283	D	0.006400	0.001128	A -- C -- D	0.002600	0.000720	B -- T -- C	0.001000	0.000447	C	0.018400	0.001901	A -- B -- T -- C -- D	0.000800	0.000400	T -- C -- D	0.000827	0.000401
3.8400	0.0039	0.0008	0.3544	0.9899	0.0101	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- B -- T -- C	0.000600	0.000346	A -- C	0.000200	0.000200	B -- T -- C -- D	0.001074	0.000453	A -- B -- C -- D	0.000744	0.000375	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001456	0.000532	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- T -- C -- D	0.004000	0.000893	C -- D	0.959957	0.002770	A -- T -- C	0.000400	0.000283	D	0.006275	0.001113	A -- C -- D	0.002600	0.000720	B -- T -- C	0.001000	0.000447	C	0.018367	0.001898	A -- B -- T -- C -- D	0.000726	0.000369	T -- C -- D	0.001000	0.000447
3.8500	0.0039	0.0008	0.3532	0.9904	0.0096	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000176	0.000176	A -- B -- T -- C	0.000428	0.000284	A -- C	0.000200	0.000200	B -- T -- C -- D	0.001200	0.000490	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001600	0.000565	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- T -- C -- D	0.004000	0.000893	C -- D	0.960200	0.002765	A -- T -- C	0.000400	0.000283	D	0.006200	0.001110	A -- C -- D	0.002600	0.000720	B -- T -- C	0.000996	0.000436	C	0.018200	0.001891	A -- B -- T -- C -- D	0.000600	0.000346	T -- C -- D	0.001000	0.000447
3.8600	0.0039	0.0008	0.3514	0.9904	0.0096	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	B -- T -- C -- D	0.001200	0.000490	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001526	0.000544	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- T -- C -- D	0.004000	0.000893	C -- D	0.960432	0.002754	A -- T -- C	0.000400	0.000283	D	0.006042	0.001093	A -- C -- D	0.002600	0.000720	B -- T -- C	0.001000	0.000447	C	0.018200	0.001891	A -- B -- T -- C -- D	0.000600	0.000346	T -- C -- D	0.001000	0.000447
3.8700	0.0038	0.0008	0.3441	0.9905	0.0095	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	B -- T -- C -- D	0.001258	0.000493	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001118	0.000457	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- T -- C -- D	0.004000	0.000893	C -- D	0.961254	0.002726	A -- T -- C	0.000400	0.000283	D	0.006000	0.001092	A -- C -- D	0.002600	0.000720	B -- T -- C	0.001000	0.000447	C	0.018027	0.001881	A -- B -- T -- C -- D	0.000542	0.000316	T -- C -- D	0.000801	0.000400
3.8800	0.0036	0.0008	0.3409	0.9906	0.0094	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	T -- C -- D	0.000702	0.000354	<nil>	0.000400	0.000283	B -- T -- C -- D	0.001366	0.000510	A -- T -- C -- D	0.004000	0.000893	C -- D	0.961558	0.002718	A -- T -- C	0.000400	0.000283	D	0.006000	0.001092	A -- C -- D	0.002600	0.000720	B -- T -- C	0.001000	0.000447	C	0.018000	0.001880	A -- B -- T -- C -- D	0.000374	0.000265
3.8900	0.0034	0.0007	0.3387	0.9908	0.0092	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000339	0.000243	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.018000	0.001880	B -- T -- C -- D	0.001400	0.000529	A -- T -- C -- D	0.004000	0.000893	C -- D	0.961771	0.002711	A -- T -- C	0.000400	0.000283	D	0.006000	0.001092	A -- C -- D	0.002600	0.000720	B -- T -- C	0.000861	0.000405	T -- C -- D	0.000629	0.000348
3.9000	0.0034	0.0008	0.3385	0.9908	0.0092	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	T -- C	0.000400	0.000283	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	B -- T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.018000	0.001880	B -- T -- C -- D	0.001400	0.000529	A -- T -- C -- D	0.004000	0.000893	C -- D	0.961800	0.002711	A -- T -- C	0.000400	0.000283	D	0.006000	0.001092	A -- C -- D	0.002600	0.000720	B -- T -- C	0.000800	0.000400	T -- C -- D	0.000600	0.000346
3.9100	0.0035	0.0008	0.3379	0.9908	0.0092	A -- D	0.000200	0.000200	B -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000200	0.000200	T -- C	0.000509	0.000303	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	T -- D	0.000191	0.000191	B -- T -- D	0.000009	0.000009	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.018000	0.001880	B -- T -- C -- D	0.001262	0.000493	A -- T -- C -- D	0.004000	0.000893	C -- D	0.961919	0.002705	A -- T -- C	0.000400	0.000283	D	0.005881	0.001077	A -- C -- D	0.002600	0.000720	B -- T -- C	0.000691	0.000358	T -- C -- D	0.000738	0.000372
3.9200	0.0034	0.0007	0.3343	0.9908	0.0092	A -- D	0.000200	0.000200	B -- C	0.000156	0.000156	A -- B -- T -- C	0.000400	0.000283	A -- C	0.000165	0.000165	T -- C	0.000502	0.000301	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001044	0.000449	A -- B -- C	0.000400	0.000283	T -- D	0.000200	0.000200	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.018098	0.001883	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.004000	0.000893	C -- D	0.962258	0.002692	A -- T -- C	0.000400	0.000283	D	0.005692	0.001059	A -- C -- D	0.002635	0.000721	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000850	0.000403
3.9300	0.0029	0.0007	0.3294	0.9908	0.0092	A -- D	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	T -- C	0.000400	0.000283	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001200	0.000490	A -- B -- C	0.000400	0.000283	T -- D	0.000082	0.000082	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000184	0.000184	C	0.018177	0.001888	B -- T -- C -- D	0.001016	0.000447	A -- T -- C -- D	0.004000	0.000893	C -- D	0.962536	0.002682	A -- T -- C	0.000400	0.000283	D	0.005604	0.001044	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000800	0.000400
3.9400	0.0027	0.0007	0.3239	0.9910	0.0090	A -- D	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	T -- C	0.000275	0.000214	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001200	0.000490	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000122	0.000122	C	0.017986	0.001875	B -- T -- C -- D	0.001200	0.000490	A -- T -- C -- D	0.003878	0.000874	C -- D	0.963165	0.002662	A -- T -- C	0.000400	0.000283	D	0.005375	0.001032	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000800	0.000400
3.9500	0.0027	0.0007	0.3207	0.9910	0.0090	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001200	0.000490	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017822	0.001870	B -- T -- C -- D	0.001200	0.000490	A -- T -- C -- D	0.003800	0.000870	C -- D	0.963619	0.002646	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000760	0.000381
3.9600	0.0026	0.0007	0.3165	0.9910	0.0090	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000600	0.000346	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001053	0.000450	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017632	0.001860	B -- T -- C -- D	0.001200	0.000490	A -- T -- C -- D	0.003800	0.000870	C -- D	0.964115	0.002628	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000600	0.000346
3.9700	0.0026	0.0006	0.3143	0.9911	0.0089	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000481	0.000294	A -- T -- D	0.000200	0.000200	B -- C -- D	0.000982	0.000422	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017600	0.001860	B -- T -- C -- D	0.001200	0.000490	A -- T -- C -- D	0.003800	0.000870	C -- D	0.964338	0.002621	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000600	0.000346
3.9800	0.0025	0.0006	0.3136	0.9912	0.0088	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017593	0.001859	B -- T -- C -- D	0.001148	0.000471	A -- T -- C -- D	0.003800	0.000870	C -- D	0.964407	0.002620	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000652	0.000350
3.9900	0.0025	0.0006	0.3107	0.9912	0.0088	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017216	0.001839	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.003800	0.000870	C -- D	0.964869	0.002602	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000716	0.000365
4.0000	0.0025	0.0006	0.3094	0.9912	0.0088	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017200	0.001839	B -- T -- C -- D	0.000936	0.000422	A -- T -- C -- D	0.003800	0.000870	C -- D	0.965000	0.002599	A -- T -- C	0.000400	0.000283	D	0.005200	0.001017	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000664	0.000352
4.0100	0.0026	0.0006	0.3085	0.9912	0.0088	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017200	0.001839	B -- T -- C -- D	0.000800	0.000400	A -- T -- C -- D	0.003800	0.000870	C -- D	0.965119	0.002593	A -- T -- C	0.000400	0.000283	D	0.005081	0.001001	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000600	0.000346	T -- C -- D	0.000800	0.000400
4.0200	0.0026	0.0006	0.3083	0.9912	0.0088	A -- D	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	B -- C	0.000030	0.000030	A -- T -- D	0.000200	0.000200	B -- C -- D	0.001000	0.000447	A -- B -- C	0.000370	0.000262	T -- C -- D	0.000800	0.000400	<nil>	0.000400	0.000283	A -- B -- T -- C -- D	0.000265	0.000210	C	0.017222	0.001839	B -- T -- C -- D	0.000800	0.000400	A -- T -- C -- D	0.003735	0.000858	C -- D	0.965200	0.002592	A -- T -- C	0.000400	0.000283	D	0.005000	0.000998	A -- C -- D	0.002800	0.000747	B -- T -- C	0.000535	0.000313	T -- C	0.000244	0.000205
4.0300	0.0024	0.0006	0.3048	0.9916	0.0084	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	B -- C	0.000200	0.000200	A -- T -- D	0.000013	0.000013	B -- T -- C	0.000400	0.000283	B -- C -- D	0.001000	0.000447	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000247	0.000205	C	0.017270	0.001840	B -- T -- C -- D	0.000953	0.000428	A -- T -- C -- D	0.003787	0.000867	C -- D	0.965466	0.002577	A -- T -- C	0.000400	0.000283	D	0.004945	0.000988	A -- C -- D	0.002800	0.000747	T -- C -- D	0.000719	0.000366
4.0400	0.0023	0.0006	0.2997	0.9916	0.0084	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	T -- C -- D	0.000600	0.000346	B -- C	0.000200	0.000200	B -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000200	0.000200	C	0.017084	0.001830	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.003800	0.000870	C -- D	0.966053	0.002558	A -- T -- C	0.000400	0.000283	D	0.004800	0.000978	A -- C -- D	0.002800	0.000747	B -- C -- D	0.000863	0.000405
4.0500	0.0023	0.0006	0.2970	0.9916	0.0084	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	T -- C -- D	0.000600	0.000346	B -- C	0.000200	0.000200	B -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000200	0.000200	C	0.016731	0.001809	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.003800	0.000870	C -- D	0.966469	0.002543	A -- T -- C	0.000400	0.000283	D	0.004800	0.000978	A -- C -- D	0.002800	0.000747	B -- C -- D	0.000800	0.000400
4.0600	0.0022	0.0006	0.2943	0.9916	0.0084	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	T -- C -- D	0.000416	0.000283	B -- C	0.000200	0.000200	B -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000200	0.000200	C	0.016600	0.001807	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.003800	0.000870	C -- D	0.966784	0.002534	A -- T -- C	0.000400	0.000283	D	0.004800	0.000978	A -- C -- D	0.002800	0.000747	B -- C -- D	0.000800	0.000400
4.0700	0.0022	0.0006	0.2937	0.9916	0.0084	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000400	0.000283	A -- B -- C -- D	0.000400	0.000283	T -- C -- D	0.000400	0.000283	B -- C	0.000200	0.000200	B -- T -- C	0.000400	0.000283	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000200	0.000200	C	0.016540	0.001802	B -- T -- C -- D	0.001000	0.000447	A -- T -- C -- D	0.003800	0.000870	C -- D	0.966860	0.002530	A -- T -- C	0.000400	0.000283	D	0.004800	0.000978	A -- C -- D	0.002800	0.000747	B -- C -- D	0.000800	0.000400
4.0800	0.0024	0.0006	0.2913	0.9918	0.0082	A -- D	0.000200	0.000200	T -- C	0.000200	0.000200	A -- B -- T -- C	0.000208	0.000200	A -- B -- C -- D	0.000400	0.000283	B -- C	0.000200	0.000200	B -- T -- C	0.000592	0.000342	B -- C -- D	0.000800	0.000400	<nil>	0.000400	0.000283	A -- B -- C	0.000200	0.000200	A -- B -- T -- C -- D	0.000200	0.000200	C	0.016224	0.001786	B -- T -- C -- D	0.000817	0.000400	A -- T -- C -- D	0.003800	0.000870	C -- D	0.967249	0.002515	A -- T -- C	0.000400	0.000283	D	0.004727	0.000965	A -- C -- D	0.002800	0.000747	T -- C -- D	0.000583	0.000337
